,Frequency,Pnumber,Abstract
111,2.0408163265306123,CN201329165Y,"The utility model relates to a recording instrument of results of track events, and the recording instrument is mainly used for recording the results of the track events in sports meetings held by primary and secondary schools. The recording instrument comprises a starting device, a terminal timing device and a video recording device. The starting device comprises a radio remote control transmitter, a starting radio remote control receiver, a getting-off audio signal generator, a microphone and a speaker; the terminal timing device comprises a timing radio remote control receiver, a multi-channel timer, an infrared sensor and a long rack/dash switcher; and the video recording device comprises a video radio remote control receiver and a video recorder. The recording instrument has reasonable structure, simple operation, high precision, cheap price and easy production."
110,2.0408163265306123,CN201329165Y,"The utility model relates to a recording instrument of results of track events, and the recording instrument is mainly used for recording the results of the track events in sports meetings held by primary and secondary schools. The recording instrument comprises a starting device, a terminal timing device and a video recording device. The starting device comprises a radio remote control transmitter, a starting radio remote control receiver, a getting-off audio signal generator, a microphone and a speaker; the terminal timing device comprises a timing radio remote control receiver, a multi-channel timer, an infrared sensor and a long rack/dash switcher; and the video recording device comprises a video radio remote control receiver and a video recorder. The recording instrument has reasonable structure, simple operation, high precision, cheap price and easy production."
72,1.9900497512437807,CN103824439A,"The invention relates to a segmented timing velocity measuring system based on a wireless local area network and belongs to the technical field of sports equipment. An exercise training segmented timing system consists of at least two groups of timers, each timer consists of an infrared emission device and an infrared receiving device which are arranged on a support respectively, the infrared emission devices and the infrared receiving devices are located on the same horizontal plane, emission surfaces of the infrared emission devices and receiving surfaces of the infrared receiving devices are arranged oppositely, the infrared receiving devices are provided with infrared receiving sensors, single-chip microcomputer modules and wireless modules, signal lines of the infrared emission sensors are connected with IO (input/output) ports of the single-chip microcomputer modules, and the wireless modules are connected with IO ports of the single-chip microcomputer modules. Each timer performs communication through the wireless modules, and measured time and velocity data are sent to terminal equipment through the wireless modules. The segmented timing velocity measuring system is reasonable in design, simple in structure, accurate in timing and convenient to use."
73,1.9900497512437807,CN103824439A,"The invention relates to a segmented timing velocity measuring system based on a wireless local area network and belongs to the technical field of sports equipment. An exercise training segmented timing system consists of at least two groups of timers, each timer consists of an infrared emission device and an infrared receiving device which are arranged on a support respectively, the infrared emission devices and the infrared receiving devices are located on the same horizontal plane, emission surfaces of the infrared emission devices and receiving surfaces of the infrared receiving devices are arranged oppositely, the infrared receiving devices are provided with infrared receiving sensors, single-chip microcomputer modules and wireless modules, signal lines of the infrared emission sensors are connected with IO (input/output) ports of the single-chip microcomputer modules, and the wireless modules are connected with IO ports of the single-chip microcomputer modules. Each timer performs communication through the wireless modules, and measured time and velocity data are sent to terminal equipment through the wireless modules. The segmented timing velocity measuring system is reasonable in design, simple in structure, accurate in timing and convenient to use."
83,1.9455252918287935,CN103150780A,"The invention provides a wireless starting and timing device used for timing in running. The wireless starting and timing device comprises a wireless electronic starting pistol, an electronic timer, a photoelectric sensor and a terminal point bracket, wherein the wireless electronic starting pistol comprises a wireless signal transmitting device, the electronic timer comprises a single chip microcomputer and a display, an input interface of the single chip microcomputer is connected with a wireless signal receiving device, a wireless communication link is arranged between the wireless signal transmitting device and the wireless signal receiving device, the input interface of the single chip microcomputer is connected with the photoelectric sensor through a signal line, an output interface of the single chip microcomputer is connected with the display, and the photoelectric sensor is arranged on the terminal point bracket. The photoelectric sensor is arranged above a terminal point of a runway by utilizing two pillars and steel wire stay cords, so that the structure is simple and the installation is easy. A starting signal of the electronic starting pistol is transmitted to the single chip microcomputer in the electronic timer by utilizing the wireless communication link so as to start the single chip microcomputer to carry out timing without laying a large number of cables, so that the wireless starting and timing device can be popularized and applied in speed training in the fields of school sports and training, physical teaching and national fitness."
82,1.9455252918287935,CN103150780A,"The invention provides a wireless starting and timing device used for timing in running. The wireless starting and timing device comprises a wireless electronic starting pistol, an electronic timer, a photoelectric sensor and a terminal point bracket, wherein the wireless electronic starting pistol comprises a wireless signal transmitting device, the electronic timer comprises a single chip microcomputer and a display, an input interface of the single chip microcomputer is connected with a wireless signal receiving device, a wireless communication link is arranged between the wireless signal transmitting device and the wireless signal receiving device, the input interface of the single chip microcomputer is connected with the photoelectric sensor through a signal line, an output interface of the single chip microcomputer is connected with the display, and the photoelectric sensor is arranged on the terminal point bracket. The photoelectric sensor is arranged above a terminal point of a runway by utilizing two pillars and steel wire stay cords, so that the structure is simple and the installation is easy. A starting signal of the electronic starting pistol is transmitted to the single chip microcomputer in the electronic timer by utilizing the wireless communication link so as to start the single chip microcomputer to carry out timing without laying a large number of cables, so that the wireless starting and timing device can be popularized and applied in speed training in the fields of school sports and training, physical teaching and national fitness."
70,1.8867924528301887,CN203746222U,"The utility model relates to a wireless local network-based segmented timing and speed measuring system, and belongs to the technical field of sport equipment. An exercise training segmented timing system consists of more than two groups of timers, wherein each timer consists of an infrared emission device and an infrared receiving device which are respectively arranged on a bracket; the infrared emission device and the infrared receiving device are in the same plane; the emitting surface of the infrared emission device and the receiving surface of the infrared receiving device are arranged oppositely; the infrared receiving device is provided with an infrared receiving sensor, a single-chip microcomputer module and a wireless module; the signal line of an infrared emission sensor is connected with the IO (input/output) port of the single-chip microcomputer module; the wireless module is connected with the IO port of the single-chip microcomputer module. The timers communicate with one another through the wireless module; the measured time and speed data are transmitted to terminal equipment through the wireless module. The wireless local network-based segmented timing and speed measuring system is reasonable in design, simple in structure, accurate in timing and convenient to use."
71,1.8867924528301887,CN203746222U,"The utility model relates to a wireless local network-based segmented timing and speed measuring system, and belongs to the technical field of sport equipment. An exercise training segmented timing system consists of more than two groups of timers, wherein each timer consists of an infrared emission device and an infrared receiving device which are respectively arranged on a bracket; the infrared emission device and the infrared receiving device are in the same plane; the emitting surface of the infrared emission device and the receiving surface of the infrared receiving device are arranged oppositely; the infrared receiving device is provided with an infrared receiving sensor, a single-chip microcomputer module and a wireless module; the signal line of an infrared emission sensor is connected with the IO (input/output) port of the single-chip microcomputer module; the wireless module is connected with the IO port of the single-chip microcomputer module. The timers communicate with one another through the wireless module; the measured time and speed data are transmitted to terminal equipment through the wireless module. The wireless local network-based segmented timing and speed measuring system is reasonable in design, simple in structure, accurate in timing and convenient to use."
18,1.7441860465116281,CN205358318U,"The utility model relates to a sportswear, a serial communication port, sportswear includes the clothes body and instructs the wrist strap, and the counting rate meter is had the inclination to clothes body upper band, rhythm of the heart table and indicate the wrist strap to link to each other, the rhythm of the heart table sets up in cuff central authorities and is close to the inboard position of arm, indicate and be provided with display screen and the pilot lamp that shows rhythm of the heart table institute thought -read rate on the wrist strap, numerical value arrival 110 -150 when the display screen on / minute the time, the pilot lamp lights, still be provided with the timing device on instructing the wrist strap, the timing device passes through the sensor with the pilot lamp and links to each other, and the pilot lamp continuously lights 30 minutes backs, and the timing device sends audible cue."
19,1.7441860465116281,CN205358318U,"The utility model relates to a sportswear, a serial communication port, sportswear includes the clothes body and instructs the wrist strap, and the counting rate meter is had the inclination to clothes body upper band, rhythm of the heart table and indicate the wrist strap to link to each other, the rhythm of the heart table sets up in cuff central authorities and is close to the inboard position of arm, indicate and be provided with display screen and the pilot lamp that shows rhythm of the heart table institute thought -read rate on the wrist strap, numerical value arrival 110 -150 when the display screen on / minute the time, the pilot lamp lights, still be provided with the timing device on instructing the wrist strap, the timing device passes through the sensor with the pilot lamp and links to each other, and the pilot lamp continuously lights 30 minutes backs, and the timing device sends audible cue."
78,1.7167381974248928,CN203149678U,"The utility model relates to a wired starting timing device for timing running. The wired starting timing device comprises a wired electronic starting gun, an electronic timer, a photoelectric sensor and an endpoint support, wherein the wired electronic starting gun comprises a signal output end; the electronic timer comprises a singlechip and a display; an input interface of the singlechip is connected with the signal output end of the wired electronic starting gun through a cable, and is also connected with the photoelectric sensor through a signal wire; an output interface of the singlechip is connected with the display; and the photoelectric sensor is arranged on the endpoint support. The endpoint support comprises two bases and at least one steel wire stay cord, wherein the two bases are distributed at intervals, and an upright column is arranged on each of the bases; the steel wire stay cord is connected between the two upright columns; and the photoelectric sensor is arranged on the stay cord. The wired starting timing device is simple in structure and easy to mount, can be popularized and applied to large-scale, meddle-scale and small-scale sports meetings, school sports trainings, sports education, races, speed trainings and score tests, and can save a lot of manpower and material resources."
79,1.7167381974248928,CN203149678U,"The utility model relates to a wired starting timing device for timing running. The wired starting timing device comprises a wired electronic starting gun, an electronic timer, a photoelectric sensor and an endpoint support, wherein the wired electronic starting gun comprises a signal output end; the electronic timer comprises a singlechip and a display; an input interface of the singlechip is connected with the signal output end of the wired electronic starting gun through a cable, and is also connected with the photoelectric sensor through a signal wire; an output interface of the singlechip is connected with the display; and the photoelectric sensor is arranged on the endpoint support. The endpoint support comprises two bases and at least one steel wire stay cord, wherein the two bases are distributed at intervals, and an upright column is arranged on each of the bases; the steel wire stay cord is connected between the two upright columns; and the photoelectric sensor is arranged on the stay cord. The wired starting timing device is simple in structure and easy to mount, can be popularized and applied to large-scale, meddle-scale and small-scale sports meetings, school sports trainings, sports education, races, speed trainings and score tests, and can save a lot of manpower and material resources."
148,1.709401709401709,DE4002746A1,"The target or finish line system for sporting establishment provides recording and documentation of the process. A target sensor (2) is located behind a lens (1), with the target line located along the Z axis. The image obtained is entered into the image memory of the processor system (3) and is subdivided into multiple regions. The memory is structured with 312 lines that represent a half frame of the TV monitor. The timing may be determined from the beginning of event and is referenced to a vertical line on the display. USE/ADVANTAGE - Enables high resolution timing of sporting events, e.g. races."
149,1.709401709401709,DE4002746A1,"The target or finish line system for sporting establishment provides recording and documentation of the process. A target sensor (2) is located behind a lens (1), with the target line located along the Z axis. The image obtained is entered into the image memory of the processor system (3) and is subdivided into multiple regions. The memory is structured with 312 lines that represent a half frame of the TV monitor. The timing may be determined from the beginning of event and is referenced to a vertical line on the display. USE/ADVANTAGE - Enables high resolution timing of sporting events, e.g. races."
142,1.6853932584269662,FR2751455A1,The timing system (D) includes an acquisition unit (2) to collect time data (6) from at least a timed event measuring sensor (8) which is then stored (9) and processed (4). The storage unit (9) is connected to an interface (1) so as to permit the processing unit (4) to access the storage unit (9) and to read some of the timing data (6) stored in the unit (9) without permitting any modification to the storage unit (9) by the processing unit (4). The acquisition unit (2) is designed to be able to receive a pre-determined particular programme to generate the storage of the timing data (6) in the storage unit (9). The processing unit (4) is designed to load the programme in the unit (2) after having obtained access via the interface (1).
143,1.6853932584269662,FR2751455A1,The timing system (D) includes an acquisition unit (2) to collect time data (6) from at least a timed event measuring sensor (8) which is then stored (9) and processed (4). The storage unit (9) is connected to an interface (1) so as to permit the processing unit (4) to access the storage unit (9) and to read some of the timing data (6) stored in the unit (9) without permitting any modification to the storage unit (9) by the processing unit (4). The acquisition unit (2) is designed to be able to receive a pre-determined particular programme to generate the storage of the timing data (6) in the storage unit (9). The processing unit (4) is designed to load the programme in the unit (2) after having obtained access via the interface (1).
28,1.6528925619834711,US2016001128A1,"A swing analyzing apparatus includes at least an angular velocity sensor, an impact detection section, an angular velocity information calculation section, and an impact state judgment section. The impact detection section detects the timing of impact in a swing of a sporting good. The angular velocity information calculation section calculates at least one of the amount of change in angular velocity with respect to a predetermined axis in a predetermined period after the impact timing and the greatest value of the angular velocity based on data outputted form the angular velocity sensor. The impact state judgment section judges the state of impact based on the result calculated by the angular velocity information calculation section."
102,1.6528925619834711,US2012157241A1,"A swing analyzing apparatus includes at least an angular velocity sensor, an impact detection section, an angular velocity information calculation section, and an impact state judgment section. The impact detection section detects the timing of impact in a swing of a sporting good. The angular velocity information calculation section calculates at least one of the amount of change in angular velocity with respect to a predetermined axis in a predetermined period after the impact timing and the greatest value of the angular velocity based on data outputted form the angular velocity sensor. The impact state judgment section judges the state of impact based on the result calculated by the angular velocity information calculation section."
103,1.6528925619834711,US2012157241A1,"A swing analyzing apparatus includes at least an angular velocity sensor, an impact detection section, an angular velocity information calculation section, and an impact state judgment section. The impact detection section detects the timing of impact in a swing of a sporting good. The angular velocity information calculation section calculates at least one of the amount of change in angular velocity with respect to a predetermined axis in a predetermined period after the impact timing and the greatest value of the angular velocity based on data outputted form the angular velocity sensor. The impact state judgment section judges the state of impact based on the result calculated by the angular velocity information calculation section."
29,1.6528925619834711,US2016001128A1,"A swing analyzing apparatus includes at least an angular velocity sensor, an impact detection section, an angular velocity information calculation section, and an impact state judgment section. The impact detection section detects the timing of impact in a swing of a sporting good. The angular velocity information calculation section calculates at least one of the amount of change in angular velocity with respect to a predetermined axis in a predetermined period after the impact timing and the greatest value of the angular velocity based on data outputted form the angular velocity sensor. The impact state judgment section judges the state of impact based on the result calculated by the angular velocity information calculation section."
84,1.6129032258064515,CN103136809A,"The invention discloses a wired starting timing device used for running timing. The wired starting timing device comprises a wired electronic starting gun, an electronic timer, a photoelectric sensor and a finishing point stand, wherein the wired electronic starting gun comprises a signal output end, the electronic timer comprises a single chip microcomputer and a display, an input interface of the single chip microcomputer is connected with a signal output end of the wired electronic starting gun through a cable, an input interface of the single chip microcomputer is connected with the photoelectric sensor through a signal line, an output interface of the single chip microcomputer is connected with the display, and the photoelectric sensor is arranged on the finishing point stand. The finishing point stand comprises two bases and at least one steel wire stay cord, the two bases are distributed at an interval and respectively provided with a stand column, the steel wire stay cord is connected between the two stand columns, and the photoelectric sensor is arranged on the stay cord. The wired starting timing device is simple in structure and easy to install, can be popularly applied for use in large, medium and small sports meeting as well as school sports training, sports and education, competition, speed training and test performance, and a great deal of manpower and material resources can be saved."
85,1.6129032258064515,CN103136809A,"The invention discloses a wired starting timing device used for running timing. The wired starting timing device comprises a wired electronic starting gun, an electronic timer, a photoelectric sensor and a finishing point stand, wherein the wired electronic starting gun comprises a signal output end, the electronic timer comprises a single chip microcomputer and a display, an input interface of the single chip microcomputer is connected with a signal output end of the wired electronic starting gun through a cable, an input interface of the single chip microcomputer is connected with the photoelectric sensor through a signal line, an output interface of the single chip microcomputer is connected with the display, and the photoelectric sensor is arranged on the finishing point stand. The finishing point stand comprises two bases and at least one steel wire stay cord, the two bases are distributed at an interval and respectively provided with a stand column, the steel wire stay cord is connected between the two stand columns, and the photoelectric sensor is arranged on the stay cord. The wired starting timing device is simple in structure and easy to install, can be popularly applied for use in large, medium and small sports meeting as well as school sports training, sports and education, competition, speed training and test performance, and a great deal of manpower and material resources can be saved."
88,1.5564202334630348,CN202649704U,"The utility model discloses a false start prevention intelligent timing system used in sports. The false start prevention intelligent timing system comprises first sensors for receiving induction signals at the gunshot time of a signal gun which is representative of the starting of a competition, second sensors for receiving induction signals at the time of the actual starting of sportsmen, third sensors for receiving induction signals at the time of the arrival of the sportsmen, data portions, and a management controller. Each data portion comprises: a first timer, wherein the timing of the first timer is started when the induction signal is received by the second sensor and ended when the induction signal is received by the third sensor so as to acquire the actual spent time of a sportsman in the competition; a second timer, wherein the timing of the second timer is started when the induction signal is received by the first sensor and ended when the induction signal is received by the third sensor so as to acquire the total spent time of the sportsman in the competition, and the time of the second timer is synchronized with the time of the first timer; and a data processor for processing data in the first timer and data in the second timer. The management controller comprises a data controller for processing and controlling data in the data processor, and a display for displaying the data result of the data controller."
89,1.5564202334630348,CN202649704U,"The utility model discloses a false start prevention intelligent timing system used in sports. The false start prevention intelligent timing system comprises first sensors for receiving induction signals at the gunshot time of a signal gun which is representative of the starting of a competition, second sensors for receiving induction signals at the time of the actual starting of sportsmen, third sensors for receiving induction signals at the time of the arrival of the sportsmen, data portions, and a management controller. Each data portion comprises: a first timer, wherein the timing of the first timer is started when the induction signal is received by the second sensor and ended when the induction signal is received by the third sensor so as to acquire the actual spent time of a sportsman in the competition; a second timer, wherein the timing of the second timer is started when the induction signal is received by the first sensor and ended when the induction signal is received by the third sensor so as to acquire the total spent time of the sportsman in the competition, and the time of the second timer is synchronized with the time of the first timer; and a data processor for processing data in the first timer and data in the second timer. The management controller comprises a data controller for processing and controlling data in the data processor, and a display for displaying the data result of the data controller."
48,1.5037593984962403,JP2015013008A,"PROBLEM TO BE SOLVED: To provide a movement detection device, a movement detection program, and a movement analysis system capable of reliably starting the measurement of a swing at an appropriate timing even when a subject is alone.SOLUTION: A movement detection device specifies a movement of at least one of a subject and sporting goods 14 as an index of a trigger signal using the output of an inertial sensor 12. During the outputting of the inertial sensor 12, the movement of at least one of the subject and the sporting goods 14 is specified. The trigger signal is generated according to the specified movement. The subject causes the trigger signal to be generated at an appropriate timing through his or her own movement."
49,1.5037593984962403,JP2015013008A,"PROBLEM TO BE SOLVED: To provide a movement detection device, a movement detection program, and a movement analysis system capable of reliably starting the measurement of a swing at an appropriate timing even when a subject is alone.SOLUTION: A movement detection device specifies a movement of at least one of a subject and sporting goods 14 as an index of a trigger signal using the output of an inertial sensor 12. During the outputting of the inertial sensor 12, the movement of at least one of the subject and the sporting goods 14 is specified. The trigger signal is generated according to the specified movement. The subject causes the trigger signal to be generated at an appropriate timing through his or her own movement."
36,1.4492753623188406,US2015116497A1,A device and methods of using the device to provide timing and detection of the finish line for a sporting event are described. The device makes use of a Doppler radar transducer to detect the user as they approach and pass the finish line. In some embodiment the device further includes sensors that detect false starts and measure physiological parameters of the user during the event.
37,1.4492753623188406,US2015116497A1,A device and methods of using the device to provide timing and detection of the finish line for a sporting event are described. The device makes use of a Doppler radar transducer to detect the user as they approach and pass the finish line. In some embodiment the device further includes sensors that detect false starts and measure physiological parameters of the user during the event.
38,1.3605442176870748,CN104524755A,"The invention provides a swing analyzing apparatus that is relatively simply configured, readily handled, and capable of subjectively judging the state of impact. A swing analyzing apparatus includes at least an angular velocity sensor, an impact detection section, an angular velocity information calculation section, and an impact state judgment section. The impact detection section detects the timing of impact in a swing of a sporting good. The angular velocity information calculation section calculates at least one of the amount of change in angular velocity with respect to a predetermined axis in a predetermined period after the impact timing and the greatest value of the angular velocity based on data outputted form the angular velocity sensor. The impact state judgment section judges the state of impact based on the result calculated by the angular velocity information calculation section."
39,1.3605442176870748,CN104524755A,"The invention provides a swing analyzing apparatus that is relatively simply configured, readily handled, and capable of subjectively judging the state of impact. A swing analyzing apparatus includes at least an angular velocity sensor, an impact detection section, an angular velocity information calculation section, and an impact state judgment section. The impact detection section detects the timing of impact in a swing of a sporting good. The angular velocity information calculation section calculates at least one of the amount of change in angular velocity with respect to a predetermined axis in a predetermined period after the impact timing and the greatest value of the angular velocity based on data outputted form the angular velocity sensor. The impact state judgment section judges the state of impact based on the result calculated by the angular velocity information calculation section."
3,1.351351351351351,JP2017029515A,"PROBLEM TO BE SOLVED: To provide a golf swing analysis device capable of easily generating a simple index indicating a feature of a golf swing, and a golf swing analysis system, a golf swing analysis method and a golf swing analysis program.SOLUTION: A golf swing analysis device includes a calculation section calculating at least one of a curvature center of a locus of a golf swing of a predetermined portion of sporting goods at predetermined timing, a radius of curvature of the locus of the golf swing, and a normal vector of a plane surface to which the locus of the golf swing belongs by using an output signal of an inertial sensor as an index related to motion of a user or the predetermined portion of the sporting goods at the predetermined timing of the golf swing.SELECTED DRAWING: Figure 10"
2,1.351351351351351,JP2017029515A,"PROBLEM TO BE SOLVED: To provide a golf swing analysis device capable of easily generating a simple index indicating a feature of a golf swing, and a golf swing analysis system, a golf swing analysis method and a golf swing analysis program.SOLUTION: A golf swing analysis device includes a calculation section calculating at least one of a curvature center of a locus of a golf swing of a predetermined portion of sporting goods at predetermined timing, a radius of curvature of the locus of the golf swing, and a normal vector of a plane surface to which the locus of the golf swing belongs by using an output signal of an inertial sensor as an index related to motion of a user or the predetermined portion of the sporting goods at the predetermined timing of the golf swing.SELECTED DRAWING: Figure 10"
1,1.3333333333333333,CN106174724A,"The invention discloses a sports underwear with an ultra-violet detecting and warning function. The sports underwear with the ultra-violet detecting and warning function comprises a piece of sports underwear and an ultra-violet detecting and warning module movably mounted in the prothorax position of the sports underwear, the ultra-violet detecting and warning module comprises a casing, an MCU, a UV sensor, a warning device, a timing device, a reservoir and a power supply, wherein the power supply is used for supplying power, an opening is formed in the front end surface of the casing, a glass lens is arranged at the opening, the UV sensor is positioned right below the opening, the UV sensor sends detected information to the MCU, the warning device is mounted on a side surface of the casing, a through hole is formed in the side surface of the casing, the warming device is connected with the MCU, the timing device is connected with the MCU and used for providing time information, and the reservoir is connected with the MCU. According to the sports underwear provided by the invention, ultraviolet intensity can be detected during sporting, and when the ultraviolet intensity is over high, timing and warming can be performed."
0,1.3333333333333333,CN106174724A,"The invention discloses a sports underwear with an ultra-violet detecting and warning function. The sports underwear with the ultra-violet detecting and warning function comprises a piece of sports underwear and an ultra-violet detecting and warning module movably mounted in the prothorax position of the sports underwear, the ultra-violet detecting and warning module comprises a casing, an MCU, a UV sensor, a warning device, a timing device, a reservoir and a power supply, wherein the power supply is used for supplying power, an opening is formed in the front end surface of the casing, a glass lens is arranged at the opening, the UV sensor is positioned right below the opening, the UV sensor sends detected information to the MCU, the warning device is mounted on a side surface of the casing, a through hole is formed in the side surface of the casing, the warming device is connected with the MCU, the timing device is connected with the MCU and used for providing time information, and the reservoir is connected with the MCU. According to the sports underwear provided by the invention, ultraviolet intensity can be detected during sporting, and when the ultraviolet intensity is over high, timing and warming can be performed."
