,Frequency,Pnumber,Abstract
62,1.4768786371544434e-20,WO2015072830A1,The invention relates to a resin cartridge for using preferably in the mining industry for the installation of anchoring elements for reinforcing rock loosened from the rock mass in underground works of the mining industry. The advantages of said resin cartridge include: safe and rapid application in perforations; high resistance when adhered to the rock; prevents the formation of cracks affecting the stability of the rock; prevents corrosion of the installed anchor; resistant to the vibrations caused by the detonation of explosives in underground tunnels.
93,1.4768786371544434e-20,WO2015102544A1,"The present invention, entitled ""Non-explosive and non-flammable nitrogenous fertilizer based on ammonium nitrate"", is a chemical fertilizer intended, mainly, for the contribution in nitrogen input into agricultural soils, essentially in granule form. Said product solves or minimizes many of the main problems found in the chemical fertilizer industry, including the following: the use of fertilizers in the production of explosives for terrorism purposes; the release of noxious gases and greenhouse gases, such as NOx and ammonia; the contamination of water tables by the run-off of chemical substances, especially nitrates, owing to rainfall; and chemical fertilizers having fixed content in terms of nitrogen percentage. The present invention, ""Non-explosive nitrogenous fertilizer based on ammonium nitrate"", can contain a variable nitrogen concentration of 30 % to 40 %."
129,1.3459668253381263e-20,WO2013131139A1,"The present invention relates generally to an explosive composition comprising an aqueous emulsion of: an oxidizer component, a hydrocarbon fuel component containing emulsifier, and a bulking agent being a fuel-type waste material in a solid particulate form substantially lacking rough surfaces and sharp edges. Preferably the composition is of an ammonium nitrate based emulsion and a pelletised bulking agent. It also involves a method of providing an explosive composition to a blast site using a conventional mobile processing unit (MPU), being a truck having separate compartments adapted for holding fuel oil, dry ammonium nitrate prill, and ammonium nitrate based emulsion, where a compartment instead holds particulate waste material. It also concerns a method of blasting soft and wet ground, which comprises injecting into one or more blast holes in the soft and wet ground a sufficient quantity of the composition, and then setting off the composition."
60,1.2706127199140023e-20,WO2015080541A1,The invention relates to a cement cartridge for a mining anchor used in the mining industry for the installation of anchoring elements for reinforcing rock loosened from the rock mass in underground works of the mining industry. The advantages of said resin cartridge include: safe and rapid application in perforations; high resistance when adhered to the rock; prevention of the formation of cracks affecting the stability of the rock; prevention of the corrosion of the installed anchor; resistance to the vibrations caused by the detonation of explosives in underground tunnels; prevention of obstructions in the pipes for releasing the cement cartridges and in the perforation of the rock; its fabric allows uniform hydration so that the hardening or setting thereof remains uniform; its steel wire mesh internal structure reinforces the hold of the anchor and therefore that of the loosening rock.
125,1.2012816840045789e-20,WO2013151603A1,"In one exemplary approach, fracturing an underground geologic formation along a section of an underground bore hole is accomplished by positioning plural spaced apart charges along a section of the bore hole. These charges can comprise plural spaced apart non-ideal high energy explosive charges and/or propellant charges. One or more containers of inert material such as brine or liquid lower density explosives can also be included in a string of spaced apart charges, such as intermediate to such charges. Detonation of the charges can be simultaneous or independently timed. The charges are desirably configured to produce a unique underground fractured rock structure comprising rubblization zones along the section of the bore hole that include spaced apart zones extending, such as in disc-like fashion, radially outwardly a greater distance than the radially outwardly extending distance of rubblization zones between the spaced apart zones."
61,7.614465220956052e-21,WO2015072841A1,"The invention relates to a fibreglass mining anchor for using in boreholes made in the roof and shoulders of underground tunnels of the mining industry. Advantages of the fibreglass mining anchor include the following: the flat base of the plastic nut permits an appropriate seat for adhering the mining plate to the rock mass; the fibreglass anchor is stronger than conventional anchoring elements, given that the combination of fibreglass and resin results in strength similar to that of steel; the anchor can be installed using manual and mechanical equipment; the dimensions of said anchor are in accordance with the requirements for the rock quality of the ground of each mine; the point of the rear end of the anchor serves to break and mix the contents of the cartridges arranged in the borehole; When detonating the explosives to obtain the mineral, the anchor disintegrates in such a way that the residue thereof does not damage the tyres of the vehicles or the belt conveyors used for processing the mineral. The anchor is installed together with the accompanying element, such as the mining plate, for high-strength reinforcement."
121,9.033229738781291e-22,WO2013155892A1,"Disclosed is a specific material for manufacturing a special run-flat tire rubber for a wheeled military combat vehicle and an aeroplane. The material has the following composition and mass proportions: 28-40 parts of polyisoprene, 19-30 parts of a silicone rubber, 15-25 parts of a thermoplastic elastomer, 10-18 parts of ceramic micro powder, 10-15 parts of paraffin, 0.8-2 parts of a toughening agent, 5-10 parts of silicone oil, and 0.5-2 parts of an antioxidant. The material can be used as the carcass material for a special run-flat tire operating under adverse conditions such as rough terrain, the presence of a large amount of sharp foreign objects, high temperatures, open flames, etc. The material possesses the properties of common tire rubber at normal temperatures, and at the same time in an extremely hot environment is temperature resistant, flame resistant, has strong insulation against fire and is aging resistant, etc., is puncture-proof, bullet-proof and explosion-proof, and can withstand shrapnel attack from lightweight explosives. The production process thereof is simple, and the material can be recovered and reused without pollution."
76,9.033229738781291e-22,WO2015004675A1,"In the present invention; a new detonator was developed which can be used with safety fuse, electrical fuse head or non-electric shock tube. It can be instantaneous or with delay. These detonators are made without any lead salts and sensitive primary explosives. These detonators are safe to handle. These detonators function exactly like conventional detonators. The application of these detonators is also same as that of conventional detonators. The safety in handling is very high when compared to conventional detonator"
175,9.033229738781291e-22,WO2012015193A2,"The present invention relates to an ammonium nitrate fuel oil explosive filling case and to a method for rock blasting using same for standardizing the amount of explosive to be filled and blasting a base rock and reducing vibration and noise when blasting. To this end, the ammonium nitrate fuel oil explosive filling case of the present invention comprises: an accommodation space (S1) inside the filling case so that the ammonium nitrate fuel oil explosive (1) can be filled therein; and a pocket housing (110) formed in a tube shape with an open upper portion, having a smaller diameter than a blasting hole (2) and inserted into the blasting hole (2), wherein the ammonium nitrate fuel oil explosive (1) particles used for blasting rocks are standardized. The method for rock blasting using the ammonium nitrate fuel oil filling case comprises the following steps: establishing a plan for shattering a rock; drilling a plurality of the blasting holes (2) on the rock to be blasted; filling a tubular case (100) with a predetermined amount of the ammonium nitrate fuel oil explosive (1) required for shattering the rock, and inserting the case (100) into the blasting hole (2); inserting a priming explosive (300) having a detonator (310) connected thereto into the inserted case (100); tamping the remaining space in the blast hole (2) with stemming material (320); and igniting the detonator (310) to shatter the rock to be blasted."
178,9.033229738781291e-22,WO2012033470A2,"The method is stemming blastholes which is prepared easily and high blast energy is used breaking rocks with higher efficiency rate and it is a cheap and useful method. In this method, a solution in which plaster or plaster and limestone powder is mixed with water was improved for stemming blastholes. It is useful that some drilcuttings must be added over explosives so as to prevent moister. This powder is most readily available in blast sites. This solution is hardened in 15-20 minutes and it is strong like concrete. In this method, length of stemming is variable but length of stemming should be chosen as 30-50 cm."
97,8.132913497285693e-22,WO2014184736A1,"The present invention relates to a method and utility device for detecting explosives selected from inorganic nitrates like ammonium nitrate (AN), chlorates, nitramines like cyclo trimethylene trinitramine (RDX), Her Majesty's Explosive (HMX), tetryl (CE), nitrate esters like pentaerythritol tetranitrate (PETN), nitro compounds like trinitrotoluene (TNT) plastic explosives like Semtex, TATB and combinations thereof. It also relates to two variants of explosive detection kit viz. a readily portable miniaturized disposable drop type variant and a dispersible spray type variant."
56,7.991109779780743e-22,WO2016008875A1,"The present invention relates to a solid, particulate, non-explosive composition comprising ammonium nitrate-based particles, in particular a fertilizer composition, of which, on the one hand, the potential misuse as a precursor for an explosive composition is limited without, on the other hand, hampering its legitimate use by farmers for food production. The solid, particulate, non- explosive composition further comprises a gelling agent which is able to form a substantially water-insoluble and non-filterable hydrogel after the solid fertilizer composition is contacted with water. The gelling agent is selected from the group of gum-based gelling agents, in particular xanthan gum-based agents and guar gum-based agents, most preferably is a xanthan gum-based agent."
70,7.34755934550677e-22,WO2015043140A1,"The present invention relates to a method and device for emulsifying emulsion explosive: an oil phase and a part of a water phase having undergone flow splitting enter a first level coarse emulsion mixer; after mixing, the mixture together with a part of the water phase having undergone second level flow splitting enters a second level coarse emulsion mixer; the obtained mixture together with a part of the water phase having undergone third level flow splitting enters a third level coarse emulsion mixer for mixing; forming a coarse emulsion matrix after multiple levels of mixing, and finally completing emulsification after mixing in a multi-level fine emulsion mixer. The method and device mix the water phase with the oil phase several times according to a desired ratio, thus greatly reducing the stored explosive, with no mechanical stirring or shearing, without requiring matrix pumping, with no heat accumulation, and with low pressure, thus enhancing safety."
114,6.670966277114462e-22,WO2013170578A1,"Disclosed is a multifunctional emulsion base transport vehicle, the vehicle comprising a vehicle body provided with a vehicle chassis (1), wherein the vehicle chassis (1) is provided with an emulsion base bin system and a system for loading explosives; the emulsion base bin system comprises an emulsion base bin (2) and an emulsion base delivering device connected to the emulsion base bin (2); the system for loading explosives comprises a sensitizing solution storage container (7), a washing water storage container (8) and a loading unit; and the loading unit comprises a motive power system, a second base pump (9), a sensitizing solution pump (10), a base filter (11), a water ring injector (12), an explosive delivery hose and a static mixer. The multifunctional emulsion base transport vehicle has the functions of base storage, base transport, base delivery and loading explosives."
24,6.607705027042371e-22,WO2016065412A1,"Disclosed herein is an explosive composition for soft and wet ground. The explosive composition comprises an explosive comprising an oxidiser component in a water in oil emulsion or a water gel, and a bulking agent comprising discrete particles of a combustible substance. The combustible substance is water soluble but, in the explosive composition, migration of the combustible substance from the discrete particles to the oxidiser component is inhibited. Also disclosed is a method for delivering an explosive composition to a borehole, for example a borehole in soft and wet ground."
95,6.607705027042367e-22,WO2014079276A1,"A field emulsion explosive mixing and charging system and charging method suitable for underground engineering. A drug outlet of a mixing machine is connected with a drug inlet end of a drug conveying pump, the drug outlet end of the drug conveying pump is communicated with a drug conveying hose through a water ring adding device, a mixing shaft is arranged in a drug mixing cavity of a mixing machine shell, a premixing chamber is formed above the feeding hole of the mixing machine shell, a drug spray device is arranged at the drug outlet end of the drug conveying hose, a spray head of the drug spray device is a cylindrical structure, and the spray head is provided with a main drug spray hole along the axial line of the spray head. The aim of ensuring the explosion effect is fulfilled mainly through technical innovations on three aspects: I, the pre-mixing chamber is formed on the top of the mixing machine shell; II, the sensitizing way of the emulsion explosive is physical sensitization; and III, the drug spray device is additionally arranged at the upper end of the drug conveying hose. Meanwhile, specific to the aim of lowering the working pressure of the drug conveying pump, a shearing device arranged on the drug conveying hose and used for increasing the viscosity of the emulsion explosive in the prior art is eliminated."
1,6.481526110245429e-22,WO2017097005A1,"A device for transferring an industrial emulsion explosive comprises: two piston-type transfer pumps (1); and a material storage bin (2). Each piston-type transfer pump (1) comprises: a supply tank (111, 121); a supply piston (112, 122); a piston rod (113, 123); and a drive cylinder (114, 124). The supply tank has a feed inlet and a discharge outlet. The supply piston (112, 122) is provided with a pull plate (101) and a communicating hole (102) in communication with a rod cavity and a rodless cavity. The piston rod (113, 123) is driven by the drive cylinder (114, 124) extend or retract. The piston rod (113, 123) is connected to a sealing plate (103) and a discharge switch valve (3) configured to control opening and closing of the discharge outlet of a corresponding one of the two piston-type transfer pumps (1). The device has a simple and compact structure and high stability in transferring a material, can be manufactured easily at low manufacturing costs, and is very safe. Also provided is a method for transferring an industrial emulsion explosive. The method comprises: supplying, by two pressure oil sources (5, 6), oil to respectively drive the two piston-type transfer pumps (1) to suck, pre-compress and transfer a material; and upon performing a switch, supplying, by the same pressure oil source (5), oil to cause the two piston-type transfer pumps (1) to compress and transfer the material simultaneously, and then performing a switch between the discharge switch valves (3), thereby achieving a pulseless and stable switching, and increasing transfer stability."
25,5.576245503090718e-22,WO2016058157A1,"Provided is a ground station for an intrinsic safety-type latex matrix, which relates to the field of latex matrix preparation processes and equipment techniques for mobile ground auxiliary facilities in the civil explosive industry, and comprises a water phase tank (2), an oil phase tank (11), a water phase pump (5), an oil phase pump (9) and a static emulsifier (7), wherein an inlet and outlet of the water phase pump (5) are respectively connected by means of pipelines to an outlet of the water phase tank (2) and a water phase inlet of the static emulsifier (7), and an inlet and outlet of the oil phase pump (9) are respectively connected by means of pipelines to an outlet of the oil phase tank (11) and an oil phase inlet of the static emulsifier (7); and the ground station uses a fully static emulsifier as emulsifying equipment, which is a latex matrix preparation and delivery device without stirring, mechanical shearing and matrix pump delivering of a colloid in the matrix emulsifying process, the static emulsifier is designed by a principle of jet-type vortex flow emulsion, and the prepared latex matrix is directly filled into a colloid tank in an emulsification mixed and charged truck from an outlet of the static emulsifier by means of a flexible pipe, thereby eliminating the possibility of thermal explosion of mechanical frictions, and also reducing the total energy consumption of the entire production line."
174,5.485647520434448e-22,WO2012143168A2,"The invention relates to a method for extracting hydrocarbon compounds, especially crude oil, from underground oil sands deposits, comprising the following steps: at least two parallel boring sections are created in the oil sands deposits; at least some areas of the boring sections are filled with an explosive material; the explosive material is ignited in order to enlarge the boring sections; the combustible material is ignited in at least one of the boring sections in order to convert the hydrocarbon compounds in the oil sands deposit into a liquid and/or gaseous state; the hydrocarbon compounds in a liquid and/or gaseous state are collected; and auxiliary substances such as water and atmospheric oxygen are optionally introduced and removed for desired material conversions for the refining of hydrocarbons."
185,4.038596199311731e-22,WO2011127540A1,"A method of blasting rock, in mining for recoverable material, comprising drilling blastholes in a blast zone (1), loading the blastholes with explosives and then firing the explosives in the blastholes in a single cycle of drilling, loading and blasting. The blast zone comprises a high energy blast zone in which blastholes (2) are partially loaded with a first explosive (5) to provide a high energy layer of the high energy blast zone having a powder factor of at least 1.75 kg of explosive per cubic metre of unblasted rock in the high energy layer and in which at least some of those blastholes are also loaded with a second explosive (6) to provide a low energy layer of the high energy blast zone between the high energy layer and the adjacent end of those blastholes, said low energy layer having a powder factor that is at least a factor of two lower than the powder factor of said high energy layer. The high energy blasting method provides improved rock fragmentation through increased explosive energy concentration while simultaneously alleviating deleterious environment blast effects."
164,3.6554546174330116e-23,WO2012159127A2,"An emulsion explosive, formulated with a basic surfactant, which is sensitised by gassing with active sodium hypochlorite."
77,3.65545461743301e-23,WO2015070885A2,"The new design will allow in using conventional deployment methods in such operations,as using the advanced methods is extremely expensive with long time to deploy So it will help in saving cost and time. Also we can use conventional slick line units to convey the tool and perform the operations successfully and generating multiple time of normal rated pulling weight The tool is considered is non explosive, not hazard classification unlike equivalent ones. On the other hand the technology utilized is much cost and utilize another and different techniques to perform same operations with extra high cost, also my tool can perform multiple jobs with same just you need to change the conversion kit for another applications as it can used as setting tool and tubing punch as replacement for explosives and hazardous one, easy dress easy charge is very important parameter on my tool."
173,3.65545461743301e-23,WO2012038570A1,"Remote-controlled robot for special operations, being of the type of robots which are used to carry out high-risk operations, such as the handling of explosives, and have a running gear, a telescopic arm ending in pincers and remote control and operation means such that the robot (1) includes, on the running gear (3), a mast (2) which can rotate through 360° and is provided with at least one thermal camera (13), with an arm (4) formed of a series of segments, which are rotationally connected to each other and are actuated by hydraulic cylinders, being integral with said mast (2), the arm (4) having at least one camera (14) and at least one deterrent weapon (15-16), said robot being able to be used for the surveillance of strategic points as well as border areas and even being able to act as a deterrent since said robot carries at least one intimidating defensive weapon."
191,3.65545461743301e-23,WO2012022809A1,"An electronic equipment enclosure (10), especially for an oil-in-water analyzer. The enclosure has a metal body (22) including an expandable folded section (26) that expands in response to increased pressure within the enclosure thereby increasing the volume defined by the enclosure. The enclosure is capable of containing internal explosions and is suitable for use in hazardous environments where the electronic equipment can come into contact with explosive gases."
165,3.65545461743301e-23,WO2012068497A2,"An system is disclosed which incorporates a projectile delivery launcher which may assume numerous forms and perform numerous functions, including launching a water rescue preservation device such as a life jacket, military supplies, survival supplies, fire extinguishing supplies, or the like. The device includes a unique barrel having a low friction chrome plated inner surface which provides maximum range deployment of a safety projectile. A unique clutch-type crank mounted below the barrel and houses a thin stainless high strength steel ribbon to provide deployment of a projectile, and retrieval of a victim, supplies or the like. A C02 cartridge system, which incorporates a novel explosive chamber is also used. A method and apparatus of rescuing a victim or delivering supplies in emergency situations, or even establishing a line contact, is also disclosed."
139,3.65545461743301e-23,WO2013086572A1,"An explosive composition comprising a liquid energetic material and sensitizing voids, wherein the sensitizing voids are present in the liquid energetic material with a non-random distribution, wherein the liquid energetic material comprises (a) regions in which the sensitizing voids are sufficiently concentrated to render those regions detonable and (b) regions in which the sensitizing voids are not so concentrated and wherein the explosive composition does not contain ammonium nitrate prill."
102,3.65545461743301e-23,WO2014154824A1,"Manufacture is carried out in a continuous manner while simultaneously loading the blast holes in a device with mixing capability where (a) a less sensitive or non-explosive water- based matrix containing a cross-linkable polymer, (b) a cross- linking agent for cross-linking the polymer contained in the matrix, (c) a gas-generating agent, are mixed. The presence of the polymer distributed uniformly in the matrix together with the cross-linking agent results in a three-dimensional network formed by molecular polymer chains bound to one another in a short period of time after mixing. The process can be performed in trucks for loading explosives in blast holes having compartments for the different components of the mixture and one or several mixing devices allowing the manufacture of the final mixture which would be unloaded into the blast holes either by means of a pump or an auger."
196,3.65545461743301e-23,WO2011071392A1,"A pressure reduction turbine (1) for a hydrocarbon well stream driving a hydraulic pump (2), and the turbine has two cog wheels (1A, 1B) mounted laterally to a well stream. A deflector plate (1L) is positioned at the well inlet to split and direct the well stream towards the outsides of the cogwheels and to drive them with opposite rotation. The turbine is designed to give a large pressure drop. Ceramics is used in the turbine housing (1C), in the turbine inlet (ID) and in the turbine outlet (1H), to withstand erosion wear. A hydraulic pump (2) is supplied with collective torque via the turbine shaft (IE), supported by two journal bearings (IF and IN) and is connected to the pump via a dynamic sealing arrangement (3). Alternatively the torque from the turbine may be transmitted by to the pump without the dynamic seal, via a magnet coupling. In an underwater implementation the turbine 1 with the pump are equipped with an arrangement for connection or disconnection via an underwater tool system, so that the equipment may be pulled and installed from a surface vessel. The hydraulic pump leads hydraulic oil at high pressure out into a piping system (6) where hydraulic energy, possibly from several such power sources, is led to a common hydraulic motor (7) driving an electric generator (8). In a surface implementation the generator is positioned in a non-explosive environment, for example in an overpressure container (11)."
167,3.65545461743301e-23,WO2012064218A1,"The utility model relates to blasting cartridges intended for forming gases which produce a pressure pulse with specified parameters, and can be used for testing high-voltage oil-filled electrical equipment for explosive safety by means of internal short-circuits. The technical result of the utility model is an increase in the reliability of forming a test pulse of specified duration and amplitude. The pressure pulse source comprises a body (1), in the cavity of which the following are formed coaxially and successively: a charging chamber which consists of compartments (2) and (3) and is equipped with at least one blast initiator (4), a first passage (5) in the form of a Laval nozzle, and a second passage (6) which is cut off by a pressure-maintaining means (7) and communicates with a diffuser (8) attached to the body, wherein the body (1) is provided with a flange (9) for mounting on the electrical equipment (10) being tested, such that the diffuser (8) can be inserted into the latter. A gas-jet splitter (11) is mounted in the diffuser (8)."
168,3.65545461743301e-23,WO2012150541A2,"Device has a control center (4) out of the explosive area and a movable vehicle (1) carrying a gripping attachement and/or a sampling attachement and/or at least one suction hose (6) and/or an outlet hose placed on a movable arm (2) of the vehicle (1). The vehicle (1) is driven hydraulically; high pressure supply unit (17) is located out of an explosive area and is connected to the vehicle (1) by a flexible hose (7). Vehicle (1) is controlled from a control center (4). Hydraulic engines (11) of the vehicle (1) are controlled by distribution boxes (12) of the vehicle (1) whereas the distribution boxes (12) have gas or hydraulic control. Used operating gas is inert and is led from the control center (4) to its vehicle (1) by a flexible hose (7). Mechanically moving parts of driving gear box (13) with speeds higher than 0,9 m/s are placed in an oil filling overpressure of inert gas (15)."
188,3.65545461743301e-23,WO2011119128A1,"The invention relates to the field of nanotechnologies and chemistry, and more precisely to metal carboxylates, which are widely used in perfumery, the food industry, medicine, agriculture and biology, as well as in the field of industrial organic synthesis. The ultra-pure aqueous solution of a metal carboxylate, in which the content of chloride, nitrate and sulphate ions does not exceed 0.0001 wt.% and which is produced by reacting carboxylic acid with nanoparticles of a metal, or metal oxide, or metal hydroxide, or a mixture thereof in an aqueous colloidal solution of the nanoparticles, is characterized in that the pH value of its acidity is in the range 2.5 - 8.0, preferably in the range 3.0 - 5.0, and the content of alkali metal contaminants does not exceed 0.01 wt.% of the content of the main metal. The pH value of the acidity of the ultra-pure aqueous solution of metal carboxylate is in the range 2.5 - 8.0, preferably in the range 3.0 - 5.0. This improves the quality of the metal carboxylate. With a pH value of less than 2.5 the solution contains an excessive amount of acid. With a pH value of more than 8.0 the probability of the formation of nanoparticles in the solution increases, particularly for carboxylates of copper and the noble metals. The total content of alkali metal contaminants does not exceed 0.01 wt.% of the content of the main metal. The invention addresses the problem of improving the quality of a carboxylate and the ecological purity thereof through the use, for the reaction with carboxylic acid and the preparation of a metal carboxylate solution, of nanoparticles of a metal, nanoparticles of a metal oxide and nanoparticles of a metal hydroxide which have acquired enhanced chemical activity during their creation as a result of the explosive dispersion of metal granules during spark discharges between them in water."
7,3.65545461743301e-23,WO2016204440A1,"The present invention relates to a cluster bomblet having an improved bomblet body, the cluster bomblet comprising: a cylindrical bomblet body (10) packed with high explosives; a fuse assembly (20) having a striker screw (21) for exploding the high explosives and coupled to the top side of the bomblet body; and a conical penetrator (15) provided inside the rear end portion of the bomblet body. The bomblet of the present invention has: a connecting tube (33) provided therein to seal the top side of the bomblet body (10) and to connect an initiating tube of the fuse assembly (20) and the high explosives (11); and an upper cover (30) into which a stud assembled to the fuse assembly is inserted, wherein the upper cover includes: an assembly surface portion (31) having a connecting-tube mounting hole (31a) and a stud insertion hole (31b) formed therein, the stud (22) being inserted into the stud insertion hole (31b); and a side wall portion (32) extending upward from the edge of the assembly surface portion (31) in order to prevent the separation of the mounted fuse assembly (20)."
187,3.65545461743301e-23,WO2013050066A1,"It comprises a handle (1), an air flow amplifier (8) leading to a retention means (2) such as a cyclone via a passage (3), and a compressed air inlet device (7, 9) in the amplifier (8) that creates a strong suction of outside air, through the nozzle (4) capable of capturing even fine particles of low content up to a measurable quantity. Being completely devoid of electricity, this device is useful in hazardous atmospheres, in particular for detecting the presence of explosives after analysis of the particles collected by this device. It is used for sampling particles in extreme conditions of high or low temperatures."
48,3.65545461743301e-23,WO2015156064A1,"Provided is a heat pump device achieving long term reliability by using an insulating material that is not readily hydrolyzed. An electric motor (6) of a compressor (1) comprises a stator (6s) that is fixed to a sealed container (10) and on which a winding wire (6w) is wound with an insulating material (7) therebetween, and a rotor (6r) that is surrounded by the stator (6s). The insulating material (7) is a wholly aromatic liquid-crystal polyester (LCP) in which a main molecular chain is formed by bonding by ester bonds a monomer of para-hydroxybenzoate (PHB) as an essential component and another monomer of just ingredients having a benzene ring, and the saturated water content for the refrigeration oil is 2% or lower in 80% relative humidity at 40°C for 24 hours. That is, a chemical species that supplements active radicals that cause the decomposition reaction is generated by using a flame retardant in order to suppress the explosive decomposition reaction of an ethylene-based fluorohydrocarbon."
