,Frequency,Pnumber,Abstract
70,10.396039603960396,CN203931447U,"The utility model discloses an intelligent scenic spot information service device integrating various functions, and belongs to the field of tourist guide service electronic equipment. The intelligent scenic spot information service device comprises one or more intelligent scenic spot boxes, a server and a tourist mobile phone, wherein the intelligent scenic spot boxes are arranged in each scenic spot; each intelligent scenic spot box comprises a single-chip microcomputer, sensors, a Bluetooth module, a power module and an intelligent gateway, wherein the sensors comprise a humiture sensor, a smoke sensor, an air particle sensor, an acoustic sensor and a human body infrared sensor, and are directly connected to the I/O interfaces of the single-chip microcomputer; the Bluetooth module is connected with the single-chip microcomputer, and the intelligent gateway; the intelligent gateway is connected with the server. The intelligent scenic spot information service device has such functions as a scenic spot environmental data sensing function, a scenic spot human traffic sensing function, a scenic spot position sensing function, an intelligent scenic spot touring route recommending function, and a scenic spot pre-warning function."
73,10.267857142857142,CN203744382U,"The utility model discloses an intelligent bath heater which comprises a bath heater body, an alarming device, an electronic circuit board arranged in the bath heater body, an air interchanger, a lighting device and an infrared heating device. The air interchanger, the lighting device and the infrared heating device are arranged on the bath heater body. A controller, a first driving circuit for driving the lighting device, a second driving circuit for driving the air interchanger, a power controller for controlling the heating power of the infrared heating device, a signal conditioning circuit and a clock circuit are arranged on the electronic circuit board. The signal conditioning circuit and the clock circuit are connected with the controller. An infrared sensor and an oxygen concentration sensor are arranged on the bath heater body and are connected with the signal conditioning circuit. The first driving circuit, the second driving circuit, the power controller and the alarming device are connected with the controller. The controller is a chip MSP430F149. The intelligent bath heater is simple in structure, reasonable in design, high in intelligent degree, convenient to use, high in safety, high in working reliability, high in practicability and good in using effect."
80,10.062893081761006,KR20130131580A,"The present invention provides a portable electronic device to link the surrounding information of a vehicle from a detection sensor with the portable electronic device of a driver and thus create an intelligent vehicle. The portable electronic device comprises a communication part to receive information about the position and speed of surrounding objects from a surrounding environment detection sensor on the vehicle; and an output part to output the position and speed information. [Reference numerals] (100) Portable electronic device;(110,320) Communication part;(120) Input part;(130) Output part;(150) Memory;(200) Application;(330) Camera sensor;(340) Radar sensor;(350) Laser sensor;(360) Ultrasonic sensor;(370) Infrared sensor;(380) Vehicle speed control part;(390) Steering control part"
41,10.052910052910056,CN204901396U,"The utility model discloses an intelligent illuminating lamp, including light intensity sensor, infrared ray sensor and temperature sensor, infrared ray sensor is connected to light intensity sensor's output electricity, the timer is connected to infrared ray sensor's output electricity, negative oxygen ion generator, constant current source temperature control device are connected to the output electricity of controller, and the input is electricity connection timer, bluetooth module, control panel respectively, light source module is connected to constant current source temperature control device's output electricity. This an intelligent illuminating lamp, light intensity sensor utilizes effective combination of infrared ray sensor, bluetooth module and timer through response external environment's the luminance luminance that comes the automatically regulated lamp body, infrared ray sensor can realize nobody in the illumination zone, but a period auto -power -off, bluetooth module can realize using cell -phone or electronic equipment to carry on wirelessly opening, closing to the light, negative oxygen ion generator can produce the negative oxygen ion, useful body and mind."
94,9.84848484848485,CN202929414U,"The utility model discloses an electronic remote control intelligent parking space lock control device based on a single chip microcomputer. The electronic remote control intelligent parking space lock control device based on the single chip microcomputer comprises an infrared emission module, an infrared receiving module and a control module. The infrared emission module comprises a key, an infrared remote control emission chip and an infrared emitter. The input port of the infrared remote control emission chip is connected with the key. The output port of the infrared remote control emission chip is connected with the infrared emitter. The infrared receiving module comprises an infrared receiver and an infrared receiving chip which is connected with the infrared receiver. The control module comprises the single chip microcomputer, an electromagnetic relay, a pressure sensor and a motor. The pressure sensor is connected with the input end of the single chip microcomputer. The motor is connected with the output end of the single chip microcomputer through the electromagnetic relay. A buzzer is connected with the output end of the single chip microcomputer. According to the utility model, the electronic remote control intelligent parking space lock control device based on the single chip microcomputer has the advantages of simple structure and convenient use, and controls a parking space lock through the key, thus a pure mechanical manual parking space lock is replaced. The device has the advantage that the device prevents a parking space from being freely occupied and stolen."
91,9.844559585492227,CN203184818U,"The utility model relates to an intelligent electronic spot-welding machine which comprises a main machine, a nose, a main shaft, a lifting device and a control circuit. The main machine is provided with a power regulating and controlling device and is in circuit connection with the nose through a connecting wire, the control circuit can control the nose to move and carry out welding movement, the nose is provided with a pressure monitoring device and an infrared sensor, the infrared sensor comprises a shell body, an infrared emitting tube, an infrared receiving tube, an emitting lens and a receiving lens, the emitting lens and the infrared emitting tube are arranged correspondingly to focus emitted light, and the receiving lens and the infrared receiving tube are arranged correspondingly to focus reflecting light. According to the intelligent electronic spot-welding machine, spot-welding automation can be achieved through the pressure monitoring device and the infrared sensor, labor is saved, welding work can be completed through a single machine, efficiency is high, cost is low and welding is stable."
23,9.842519685039367,CN105844982A,"The invention relates to the technical field of electronic teaching equipment, and particularly relates to an intelligent projection system for electronic teaching. The intelligent projection system for electronic teaching comprises a projector, a projector lifting frame, an infrared control module, electric projection cloth, a temperature sensor, a relay module, an automatic video camera, a CD machine, a frequency converter, a voice input device, an infrared correlation device, a loudspeaking module, a GPRS communication module, a power amplifier, an intelligent ball machine, a bus device, a communication conversion module, an FRID (radio frequency identification) module, a microprocessor, an intelligent mobile phone, an input device and a tuning device. According to the invention, a GPRS communication device is applied to realize remote intelligent mobile phone control so as to facilitates remote help seeking; an RFID radio frequency technology is used for connecting a laser pen, signals are transmitted to control projection, the infrared correlation device is used for detecting whether a circumstance of student leaving exists in the electronic teaching process, the bus device is used for accelerating the operating speed of the whole system, the automatic video camera is used for live-action presentation, and the power amplifier is used for amplifying video signals. The intelligent projection system can be controlled intelligently, is complete in function, and has high creativity."
59,9.83606557377049,CN204202731U,"The utility model discloses an electronic scale capable of infrared induction. The electronic scale comprises a scale body. The scale body is provided with a control device which can performs infrared induction on human bodies, and an illuminant which is connected with the control device and has illumination and indication effects. The illuminant is internally provided with a light source. The control device is internally provided with an infrared sensor which can detect whether a human body enters an induction range, a light sensation sensor which detects light intensity on field, and controller connected with the infrared sensor and the light sensation sensor. The controller is connected with a light source and can control the light source to operate. The control device is provided with a Fresnel lens which can collect human body infrared spectroscopy. The controller is internally provided with a delay switching module which can set delayed automatic light-out. When a human body enters the induction range, the illuminant illuminates, and a user can identify the position of the electronic scale without turning on a lamp, so the user can rapidly find the electronic scale and use the electronic scale. The control device uses infrared induction to control in an intelligent manner, and sensitivity is high, and the device is not easy to interfere by the external, so use is stable and reliable."
43,9.32642487046632,CN105139502A,"The invention relates to an intelligent material evidence access control system which comprises a control processor, wherein an infrared sensor, a warning device, an image collecting device, an RFID (radio frequency identification) reading device, an RFID receiving device and a server are connected to the control processor. According to the intelligent material evidence access control system, the control processor is connected with the infrared sensor, the warning device, the image collecting device, the RFID reading device, the RFID receiving device and the server, and the intelligent material evidence access control system has the advantages of high system integration degree, complete function, high monitoring efficiency, high intelligentization degree and the like; an RFID electronic tag of material evidence is intelligently and rapidly identified by the RFID reading device; abnormal outbound personnel and articles are shot in real time by the image collecting device, so as to facilitate the reading and monitoring at a later stage, additionally, the storage capacity of monitoring data is reduced, and the working efficiency is improved."
12,9.289617486338797,CN205670369U,"The utility model discloses an intelligence house alarm system based on zigBee wireless sensor network technique, system include the three module of data acquisition module, control module and intelligent terminal, data acquisition module includes temperature sensor, humidity transducer, gas sensor, sound sensor, infrared sensor, pyroelectric sensor, AD converter circuit, STC89C52 singlechip, zigBee wireless transmission device, control module includes STM32 main control unit, LCD display, audible -visual annunciator, zigBee wireless transmission device, central air conditioning control node, exhaust fan control node, electronic humidifier control node, power windows control node, intelligent terminal includes central air conditioning, exhaust fan, electronic humidifier, power windows, the utility model discloses alarm system low in production cost is honest and clean for the intelligence house, and the low power dissipation adopts many signal acquisition information to and the mode of multiple spot dispersion transmission, improve intelligent control accuracy and promptness effectively, thereby very big made things convenient for the subscriber household life."
110,9.047619047619047,CN102323463A,"The invention relates to an intelligent electricity stealing preventing control device for an electricity meter box. The intelligent electricity stealing preventing control device for the electricity meter box comprises a central control module, a detection module, an electronic key receiving module, an output module, a wireless communication module and a power module, wherein the detection module comprises a door control sensor, a temperature sensor and a smoke sensor; the central control module comprises a microprocessor; the output signals of the door control sensor, the temperature sensor and the smoke sensor are isolated by a photoelectric coupler and enter a signal input end of the microprocessor; the electronic key receiving module comprises an infrared receiver; the output signal of the infrared receiver enters an electronic key signal input end of the microprocessor; the output module controls a breaker or an air switch, an alarm and a recording instrument in the electricity meter box to work; and the wireless communication module can communicate with the outside. The invention provides an intelligent electricity stealing preventing control device for the electricity meter box, which has a simple structure and strong functions and is convenient to use."
108,9.047619047619047,CN202195802U,"The utility model relates to an intelligent anti-electricity-stealing control device for an ammeter box. The intelligent anti-electricity-stealing control device for an ammeter box comprises a central control module, a detection module, an electronic key reception module, an output module, a wireless communication module and a power supply module. The detection module contains an entrance guard sensor, a temperature sensor and a smog sensor. The central control module contains a microprocessor. The output signals of the entrance guard sensor, the output signals of the temperature sensor and the output signals of the smog sensor are insolated by an optoelectronic coupler, and then enter the signal input terminal of the microprocessor. The electronic key reception module includes an infrared receiver. The output signals of the infrared receiver enter the electronic key signal input terminal of the microprocessor. The output module is used for controlling the work of a breaker or an air switch, an alarm and a recorder inside an ammeter box. The wireless communication module can be utilized for external communication. The intelligent anti-electricity-stealing control device provided by the utility model is simple in structure, strong in function and convenient in use."
71,9.022556390977444,CN104078872A,"The invention relates to a mobile armored metal-enclosed switch cabinet. The mobile armored metal-enclosed switch cabinet effectively achieves intelligent update and real-time monitoring of normal operation of an unattended transformer substation. According to the method, a vacuum circuit breaker is installed in the middle inside a box body, an intelligent switch control device, an intelligent microprocessor protection device and a merging unit are installed at the upper portion of a front door of the box body, an electric chassis and an electric ground switch are installed at the lower portion of the circuit breaker, an upper copper bar and a lower copper bar are installed inside the rear portion of the box body, a smoke sensor is installed inside the top of the box body, an electronic voltage transformer and an infrared temperature sensor are installed in the middle inside the box body, the infrared temperature sensor is connected with a moving contact and fixed contact box, the moving contact and fixed contact box and the electronic voltage transformer are connected with an electronic current transformer through the lower copper bar, and the intelligent microprocessor protection device is connected with the merging unit, the intelligent switch control device, a short circuit fault indicator, the smoke sensor, the infrared temperature sensor, the infrared temperature sensor and the vacuum circuit breaker. The mobile armored metal-enclosed switch cabinet is novel, unique and easy to produce, complete safety protection is achieved, and safe operation of equipment is guaranteed."
44,8.878504672897195,CN105093957A,"The invention discloses an intelligent household infrared module employing a bracelet, and belongs to the field of an intelligent household. Various electronic function modules act on one another and are combined to form an orderly structured system so that an intelligent adjustable environment can be provided for human beings and other animals. The bracelet and intelligent household infrared module comprises a voice instruction acquisition unit including a voice acquisition bracelet for acquiring voice signals and a signal front-end receiving device; a hybrid source power supply device; a central processor; an infrared module which includes a single-chip microcomputer, an infrared receiving transmitter and a keyboard for inputting an instruction, and communicates with a central controller through an RS232 serial port; an environment detection module which is used for detecting environment information and includes a humiture sensor, an illumination sensor and a smog sensor; and an electrical equipment control module including a can bus interface connected with an electric window control module and an air discharge fan control module, wherein the voice instruction acquisition unit, the hybrid source power supply device, the infrared module, the environment detection module and the electrical equipment control module are connected with the central processor."
82,8.609271523178807,CN203400151U,"The utility model discloses a blood oxygen saturation monitoring system based on intelligent terminal communications. The blood oxygen saturation monitoring system comprises a blood oxygen sensor and an intelligent terminal. The blood oxygen sensor is in communication connection with the intelligent terminal through a wireless communication device or an audio cable. Compared with the prior art, the blood oxygen saturation monitoring system conducts wireless transmission function design on the blood oxygen sensor based on an existing electronic blood oxygen sensor according to an infrared light transparency measurement principle, so that the blood oxygen sensor has the wireless communication function, the data communication function, the data storage function, the data display function and the like of the blood oxygen sensor and the intelligent terminal can be achieved, and therefore great convenience is brought to remote monitoring service, particularly the first aid."
35,8.415841584158414,CN204989805U,"The utility model provides an adopt bracelet and infrared module of intelligent house, belongs to intelligent house field, and it can various electronic function modules interact combines the orderly system of structure that forms, its adjustable environment that provides an intellectuality for human or other animals. It includes, pronunciation instruction acquisition unit: bracelet and signal front end receiving arrangement are gathered to pronunciation including being used for collected voice signal, hybrid power source power supply unit, a central processing unit. Infrared module: including singlechip, infrared reception and transmition ware and enter the command's keyboard, communicate through the RS232 serial ports with central controller, environment detection module: be used for detection ring border information, include temperature and humidity sensor, light intensity sensor, smoke transducer, power consumption device control module: including can bus interface, can bus interface is connected with electric window control module, air discharge fan control module, pronunciation instruction acquisition unit, hybrid power source power supply unit, infrared module, environment detection module, power consumption device control module all are connected with central processing unit."
61,8.37696335078534,CN204116842U,"The utility model discloses an intelligent household robot control system which comprises a carbon monoxide sensor, a carbon dioxide sensor, a temperature sensor, a humidity sensor, a first infrared sensor, a second infrared sensor, a third infrared sensor and a fourth infrared sensor. The control system further comprises an LCD12864 display unit and a GSM communication unit. An ultrasonic sensor, an electronic compass and an acousto-optic warning unit are also included in the control system. A motor driving unit, a first motor, a second motor, a third motor and a camera are provided in the system as well. The system further comprises a first rectification filtering unit, an inverter unit, an original edge coupling coil unit, a secondary edge coupling coil unit, a second rectification filtering unit, and a storage battery unit. The automatic control device of the utility model is able to prevent theft and to warn. It can also detect and monitor an indoor environment; the robot controlled by such a system can be charged wirelessly."
45,8.333333333333334,CN105049788A,"The invention discloses an intelligent visual electronic doorbell and an operation method thereof. The intelligent visual electronic doorbell is arranged at the outer side of a gate and comprises an image obtaining device, an input device, a loudspeaker, an infrared human sensor, a communication module and a processing module, wherein the image obtaining device, the input device, the loudspeaker, the infrared human sensor and the communication module are connected with the processing module respectively through corresponding ports for transmitting obtained information data to the processing module; the image obtaining device obtains image information outside the gate; the input device is used for obtaining a user input instruction and input information; the infrared human sensor detects personnel conditions outside the gate; the communication module is used for connection with an external network, transmitting the image information, the input instruction and input information data and receiving an external control instruction; and the processing module is used for finishing corresponding processing operation according to the input instruction and the control instruction. The electronic doorbell is connected with the outside world through the communication module and improves the intelligentization degree."
107,8.292682926829269,CN202196328U,"The utility model relates to an electronic control system, in particular to an energy-saving control system for a plant, which comprises a single chip microcomputer and a temperature sensor, a light intensity sensor, a communication interface, a first relay and a second relay which are connected with the single chip microcomputer and an infrared counting device arranged on a plant door. The temperature sensor and the light intensity sensor are arranged on a plant wall, the infrared counting device is composed of a first infrared counting device and a second infrared counting device, the control end of the first relay is connected with a plant fluorescent lamp group, the control end of the second relay is connected with a plant electric fan group, and the communication interface is connected with a remote computer through a data line. The energy-saving control system can reasonably control fluorescent lamps and electric fans in the plant according to number of people, light intensity and temperature parameters in the plant, the remote computer can also control the fluorescent lamps and the electric fans in the plant, and is intelligent and automatic in design and energy-saving."
64,8.208955223880595,CN204067993U,"The utility model relates to an armored moving-type metal closed switch cabinet, and effectively solves problems of intelligent upgrading and real-time monitoring of normal operation of unattended transformer substation. The central part of the interior of a box body comprises a vacuum circuit breaker. The upper part of a front door of the box body is provided with a switch intelligent control device, an intelligent microcomputer protection device, and a combination unit. The lower part of the circuit breaker is provided with an electric chassis vehicle and an electric grounding switch. The interior of the rear part of the box body is provided with an upper copper bar and a lower copper bar. The interior of the top part of the box body is provided with a smoke sensor. The central part of the interior of the box body is provided with an electronic voltage transformer and an infrared temperature sensor. The infrared temperature sensor is connected with a movable-static contact box. The movable-static contact box and the electronic voltage transformer are connected with an electronic current transformer through the lower copper boar. The intelligent microcomputer protection device is connected with the combination unit, the switch intelligent control device, a short circuit fault indicator, the smoke sensor, the infrared temperature sensor, and the vacuum circuit breaker. The cabinet provided by the utility model is novel and unique in structure, is liable to produce, is complete in installation and protection, and guarantees the safe operation of equipment."
39,8.074534161490684,CN204904489U,"The utility model discloses an intelligent infrared inductor of networking includes the casing and installs the optical lens on the casing to and set up at the inside infrared sensor of casing, infrared sensor set up to be in optical lens's imaging plane on, the inside electronic control device that sets up of casing, the electronic control device include power supply circuit, centralized control's treater carries out, with the network interface circuit that connects of treater, network interface circuit be responsible for through network transmission and receive information, with the processing circuit that connects of treater, processing circuit with infrared sensor connect, with the switch drive circuit that connects of treater, switch drive circuit's output connection control switch, control switch connected load, with the camera module that connects of treater, camera module be used for the video image of acquisition and supervisory control scene."
90,8.045977011494251,CN203215749U,"The utility model discloses an intelligent and safe stove system. The intelligent and safe stove system comprises an infrared sensor, a pre-storage module, a micro controller, an electronic ignition valve and an alarm device. When a user leaves, a fire source can be automatically turned off, and an alarm can be given out. According to the intelligent and safe stove system disclosed by the utility model, a potential safety hazard caused by misoperation can be effectively prevented."
118,8.040201005025125,CN201323693Y,"The utility model relates to intelligent-induction fluorescent lamp fitting which comprises a power control device connected with alternating-current commercial power, a semibridge type electronic ballast used for providing stabilized voltage and current for the operation of a fluorescent lamp tube and connected with the power control device, a rapid preheating circuit connected with the semibridge electric ballast and used for rapidly preheating the fluorescent lamp tube, the fluorescent lamp tube connected with the semibridge electric ballast and the rapid preheating circuit, a pyroelectric sensor for receiving infrared rays of the human body and conveying the received infrared rays into weak electric signals, a signal processing circuit for amplifying the weak electric signals of the pyroelectric sensor and outputting a pulse signal to an MCU control circuit, a photosensitive detecting circuit used for judging day and night and an MCU control circuit used for controlling the power control device and the rapid preheating circuit. As a super-rapid preheating technology is adopted, the rapid preheating type intelligent-induction fluorescent lamp fitting can achieve the complete preheating effect within 0.4 S and more than twenties of hundred thousand induction times and has no blackheads."
47,8.0,CN204697327U,"The utility model provides a modularization light intelligent control device's technical scheme, detect sensor, infrared induction sensor, environment detecting light intensity sensor and illumination banks including control box, distance, the control box detects sensor, infrared induction sensor and environment detecting light intensity sensor with illumination banks, distance respectively and is connected. The modularization light intelligent control device that this scheme adopted adopts electronic switch, does not have contact failure's problem, and its safe and reliable uses the number of times to reach 1, 000, 000 times simultaneously, this controlling means in to classroom or library the control of light control according to indoor light and student's distribution situation, student or mr can not appear and forget and turn off the light and the circumstances of altar lamp appears, can not appear the student simultaneously yet and concentrate on certain regional and whole circumstances of opening the light, the effectual electric energy of having practiced thrift."
125,7.978723404255318,CN200962197Y,"The utility model discloses a coal mine down hole explosion intelligent integrated control device which comprises an intelligent controller, a blasting machine, a spraying device electromagnetic ball valve, an alarm, an external wind speed sensor, an external gas density sensor and an external infrared sensor, the controller comprises three detecting circuits, specifically a blasting circuit resistance value, a gas density and a local fan wind speed and volume, a power supply circuit, a built-in gas sensor, a spraying control circuit, a relay blocking circuit, a audible and visible alarm circuit, a alarm display circuit and a singlechip core connected together, the outer shell has three electronic cipher locks. The coal mine down hole explosion intelligent integrated control device combines the manual operation and the intelligent integrated control device, realizes the man-machine integration, satisfies the requirements for three-detecting with one explosion and three-person locking by the coal mine safety regulations, prevents the gas explosion accidents, misfire accidents and human injury accidents and achieves the purpose of safety production."
123,7.936507936507938,CN101330791A,"An intelligent induction lamp comprises a power control device, a half-bridge electronic ballast, a quick preheating circuit, a fluorescent lamp tube, a pyroelectric sensor and a signal processing circuit, a photosensitive detection circuit, as well as a MCU control circuit, wherein the power control device is connected with alternating current commercial power; the half-bridge electronic ballast is used for providing steady voltage and current for the fluorescent lamp tube to work, and connected with the power control device; the quick preheating circuit is connected with the half-bridge electronic ballast and causes the fluorescent lamp tube to be quickly preheated; the fluorescent lamp tube is connected with the half-bridge electronic ballast and the quick preheating circuit; the pyroelectric sensor receives a human body infrared ray and converts a received human body infrared ray signal to a faint electrical signal; the signal processing circuit performs amplification processing to the faint electrical signal of the pyroelectric sensor and outputs a pulse signal to the MCU controlling circuit; the photosensitive detection circuit is used for judging the daytime and the nighttime; the MCU controlling circuit is used for controlling the power controlling device and the quick preheating circuit. By adopting the ultra-quick preheating technology, the induction lamp provides a quick preheating-type intelligent induction fluorescent lamp which can achieve effect of complete preheating within 0.4S, and the induction time can reach over 200,000 times without a blackened top."
63,7.798165137614678,CN204043738U,"The utility model discloses an intelligent gas meter tamper device which comprises a microprocessor and an infrared ranging module used for preventing a gas meter from being demounted. The output end of the infrared ranging module is connected with the IO end of the microprocessor. The infrared ranging module comprises an infrared ranging sensor installed on an electronic module of the gas meter and an infrared signal processing circuit. The output end of the infrared ranging sensor is connected with the input end of the infrared signal processing circuit. After the microprocessor receives signals of the infrared ranging module, the microprocessor gives out an alarm and transmits the alarming information to a background in a wired mode or a wireless mode or an IC card mode. By means of the intelligent gas meter tamper device, demounting alarming detection is convenient, and the situation that in an original scheme, sensitivity needs to be manually adjusted, and false alarms frequently occur or alarms do not occur is avoided. In addition, the gas meter abnormal states can be uploaded to a main station system through the intelligent gas meter tamper device, and a gas company can keep evidences or directly and remotely operate to execute valve closing."
