,Frequency,Pnumber,Abstract
127,3.7735849056603774,US2017156377A1,"A system for cooking pieces of protein may include a batter applicator that receives a batter made from high-gluten flour and coats the batter on pieces of protein, a thermoforming packaging machine that receives the pieces of protein coated with the batter from the batter applicator and seals the pieces of protein in plastic pouches, and a heating unit that receives the plastic pouches from the thermoforming packaging machine and cooks the battered protein in the plastic pouches. A method for cooking pieces of protein may include coating a batter made from high-gluten flour on the pieces of protein; sealing the pieces of protein coated with the batter in plastic pouches; and cooking the battered protein in the plastic pouches to make cooked, battered protein pieces in which the batter is tacky after cooking. The cooked protein pieces may be removed from the plastic pouches, breaded, and flash fried."
120,3.5087719298245608,US2017158096A1,"A beam module for a vehicle seat is mounted at a front of a seat, on top of a seat pan and underneath a seat cushion. The module includes a molded plastic beam. The module has a first shape substantially flush with the seat pan and a second shape projecting above the seat pan. The molded plastic beam has a mounting flange with a forward portion and a second portion. The molded plastic beam is inflatable. When inflated, the molded plastic beam assumes its second shape with the seat cushion being correspondingly displaced and deformed to raise the seat cushion when a frontal impact is detected."
124,3.4482758620689653,US2017157892A1,A plastic article is recited having a plastic shell including walls defining a cavity. Within the cavity is an in-situ foam core including expanded polymer beads. A layer of the expanded polymer beads includes a layer of distorted beads adjacent to the walls. The in-situ foam core has a thermal bond to the walls.
71,3.2520325203252027,CA2969016A1,[Problem] To provide: a composite container which can be provided with various functions and characteristics; a method for producing this composite container; a preform; and a composite preform. [Solution] A composite container according to the present invention is characterized by comprising: a container main body that is formed from a plastic material; and a plastic member that is provided on the outer surface of the container main body. This composite container is also characterized in that: the container main body and the plastic member are integrally expanded by blow molding; and the plastic member comprises a colored layer and/or a print layer on which a print is made.
89,3.1847133757961785,US2017160828A1,"The invention relates to a touch screen protector for a hand held electronic device having a front face that includes a touch screen portion and a non-functional band. The touch screen protector of the invention comprises a plastic film having front and back sides, an outer perimeter that corresponds to that of the device, and a transparent window; a spacer provided along the outer perimeter of the plastic film surrounding the transparent window, having a thickness sufficient to space the plastic film near but not in contact with the touch screen portion; an exposed adhesive for removably mounting the protector upon the outer perimeter of the front face to form an enclosed air space between the transparent window of the plastic film, the spacer and the touch screen portion of the device; and a joining adhesive for adhering the spacer to the back side of the plastic film."
78,2.9411764705882355,PH22017000177U1,"A plastic handle for a plastic envelope that includes an opposed first and second base, each of said base having a flange and an integraly connected upwardly projecting stud, a support member secured on top of said flange adapted for securing thereon the flap of said plastic envelope when inserted on said stud; and an inverted U-shaped handle body having opposed first and second vertical arms, each of said opposed first and second vertical arms pivotally connected to said projecting stud, and said handle further having a bottom portion defined by knurling for its convenient handling."
138,2.7586206896551726,US2017159865A1,"A portable assembly for securing a plastic fitting to a plastic pipe by employing fusion or thermal sealing is disclosed. The assembly is secured to the outer circumference of a plastic pipe at a desired location. The assembly can be secured at any longitudinal and lateral position along a plastic pipe. A heater heats both the pipe and the fitting to the point where they begin to melt. The heater is then removed and the fitting is pressed onto the surface of the pipe, thus fusing the fitting to the pipe. After cooling, the assembly is removed and the surface of the pipe within the interior of the fitting is drilled or removed. This now enables fluid within the pipe to be sent to the fitting and onto distribution lines which are connected to the fitting."
146,2.7397260273972597,WO2017094851A1,"The present invention addresses the problem of providing a highly biodegradable molded body that has an excellent water resistance. The present invention also addresses the problem of providing a molded body that has good surface characteristics (moldability) and excellent design properties. The present invention pertains to a molded body and a manufacturing method for the molded body, said molded body containing a fiber-reinforced plastic domain and a resin domain that comes into contact with at least one face side of the fiber-reinforced plastic domain. The molded body is characterized in that the fiber-reinforced plastic domain contains a thermoplastic resin and a reinforcing fiber derived from an organic resource, and in that the content of the reinforcing fiber derived from an organic resource is at least 5 mass% relative to the total mass of the fiber-reinforced plastic domain."
91,2.727272727272727,RU2620420C1,"FIELD: metallurgy.SUBSTANCE: method of manufacturing seamless cold-deformed high-strength pipes includes the manufacture of hot-formed tubes from a chromium-nickel alloy with a regulated content of constituent elements and reinforced processing of pipes. Reinforced processing of pipes includes preliminary plastic deformation in one or several passes with a degree of not more than 35% per pass, hardening at the temperature not lower than 1020°C and final plastic deformation with a regulated degree of deformation, while plastic deformation is carried out at room temperature.EFFECT: stable obtaining the normalized complex of mechanical properties of high strength group metal pipes and improving the surface quality of pipes.1 tbl"
1,2.6666666666666665,MY162184A,"Provided is a method for producing a gas barrier plastic molded body (90) by forming a gas barrier thin film (92) which is substantially colorless and has gas barrier properties, on the surface of a plastic molded body (91) by a heating element CVD method using only raw material gases that are highly safe. The method for producing a gas barrier plastic molded body (90) according to the present invention is a method for producing a gas barrier plastic molded body (90) by forming a gas barrier thin film (92) on the surface of a plastic molded body (91), the method comprising: a film-forming process in which the gas barrier thin film (92) is formed on the surface of the plastic molded body by a heating element CVD method, using an organosilane-based compound represented by formula (Chemical Formula 1) as a main raw material gas, using an oxidizing gas as an additive gas, and using a heating element (18) containing tantalum (Ta) as a main constituent element: (Chemical Formula 1) H3Si-Cn-X wherein in Chemical Formula 1, n represents 2 or 3; and X represents SiH3, H, or NH2."
153,2.3255813953488373,WO2017093590A1,"The invention relates to a device that allows the attention of a subject to be photographed to be attracted towards the lens of a camera, the device comprising an element (1) for securing to a smartphone or tablet and to which is joined an object-holding support (2) and a compression spring (3), the securing element being a semi-rigid, plastic pincer-type element, while the object-holding support (2) is concave, plastic and semi-rigid and the compression spring (3) is curved, plastic and semi-rigid and integrally joined to the set of members. Owing to the features of the support, the attention of a baby can be attracted while he or she is photographed."
22,2.2900763358778624,US2017165873A1,"A method and system for optimizing a match between the color of an in-line part manufactured by a plastic product production machine and the color of a reference part by adjusting the concentration of masterbatch in the mixture of raw material fed to the plastic product production machine. The optimization of the color is based on spectra of the in-line part and reference part obtained within a short time interval using the same spectrometer, thereby eliminating the requirement for high accuracy spectrometer calibration and allowing the method, which determines the rates at which the base masterbatches are added to the raw material, to be carried out in real time on the manufacturing floor while the plastic product production machine is being operated to manufacture in-line parts."
82,2.272727272727273,PH12016501499A1,"The invention relates to a fastening device (1) for a conductor rail (2) and a contact line system with fastening devices (1) with which the conductor rails (2) are fastened. The fastening device according to the invention is characterized in that it is designed as a plastic part. The plastic part in the fastening device according to the invention comprises sliding blocks (11, 12) laterally embracing the conductor rail (2), said sliding blocks can be fixed in a position embracing the fastening piece (3) of the conductor rail from both sides. The fastening device (1) can be inexpensively produced using methods known from plastics processing, for example injection moulding. Further advantages arise from the fact that plastic is an electrical insulator. In addition, the plastic enables a sliding adjustment of the conductor rail (2) in the fastening device (1) prior to the fastening of the same."
77,2.23463687150838,PH12017500100A1,"The invention relates to an anti-damp porous envelope formed by two sheets (2, 3) joined on the edges (4) thereof by means of welding and made of different materials, one of them being porous (2), water-repellant, breathable, and a barrier to bacteria, and the other one being impermeable (3) and made of a laminated plastic material formed by two layers (3a, 3b) of any plastic material, the outer layer (3a) being made of a resistant plastic material, and the inner layer (3b) being made of plastic material suitable for welding to the porous sheet (2) without using wax. The outer layer (3a) is made of polyester and the inner layer (3b) is made of polyethylene, both of variable thickness. The impermeable sheet (3) optionally has a transparent area (31) and/or includes graphical prints. The envelope contains absorbing elements (5)."
139,2.2222222222222223,US2017159852A1,"A temperature-adjustable plastic water pipe connecting structure includes two vertical pipes and a horizontal pipe. The vertical pipe has a first threaded portion formed on a top portion of the vertical pipe, a second threaded portion formed on a bottom portion of the vertical pipe, and a bump formed on a peripheral wall of the pipe and having an outlet. The horizontal pipe has two ends and a connecting seat mounted on the horizontal pipe. The two ends are respectively mounted into the outlets of the two vertical pipes. The present invention has the advantages of a simplified connecting structure facilitating assembly of the temperature-adjustable plastic water pipe, significantly reducing the parts of the temperature-adjustable plastic water pipe and cost in production, and simplifying the manufacture."
54,2.2222222222222223,WO2017097242A1,"A fiber-reinforced plastic, a manufacturing method therefore, and an aerostat gondola. The fiber-reinforced plastic comprises at least two fiber layers (20) and a film (10) provided between every two adjacent fiber layers (20), where the film layer (10) is prepared from raw materials comprising graphene (110). Because the film layer (10) is prepared from the raw materials comprising graphene (110), an increased Young's modulus and tensile strength can be provided by the film layer (10) that is very thin, and the fiber-reinforced plastic provided with the film layer (10) can provide an increased mechanical strength at a very low thickness, that is, a very light weight."
129,2.112676056338028,US2017162620A1,"A packaging structure and a packaging method for a fingerprint identification chip are provided. The packaging structure includes a substrate, a sensing chip, a wire and a plastic encapsulation layer. The substrate is provided with a first solder pad layer. The sensing chip has a first surface and a second surface opposite to the first surface, the first surface comprises a sensing area and a peripheral area surrounding the sensing area, and the surface of the sensing chip in the peripheral area is provided with a second solder pad layer. Two ends of the wire are electrically connected to the first solder pad layer and the second solder pad layer respectively. The plastic encapsulation layer is made of a polymer, the plastic encapsulation layer surrounds the wire and the sensing chip."
11,2.1052631578947367,US2017171959A1,"A breathable and electrically conductive cloth includes a first plastic film having opposite inner and outer surfaces, an electrical circuit pattern layer formed on the inner surface, and a yarn-based fabric having opposite first and second surfaces and defining multiple micropores extending through the first and second surfaces. The first plastic film has multiple first hollow protrusions respectively extending into the micropores and forming ventilating passages extending through the outer surface and the second surface. The electrical circuit pattern layer has multiple second hollow protrusions correspondingly extending into the micropores."
8,2.0408163265306123,US2017170144A1,"A variety of footed and leadless semiconductor packages, with either exposed or isolated die pads, are described. Some of the packages have leads with highly coplanar feet that protrude from a plastic body, facilitating mounting the packages on printed circuit boards using wave-soldering techniques."
117,1.9867549668874167,US2017159271A1,"A connection structure for_a plastic water channel main body of a temperature regulating faucet, comprising: an H-shaped skeleton and a water seal plate. The H-shaped skeleton is made of plastic, including: a lateral tube, having opening provided thereon; two tube-shaped valve seats, connected respectively to both ends of the lateral tube, with its inner cavity connected and in communication with channels of the lateral tube, on a flange at an upper port is provided with outer threads, at its lower end water input port is disposed a water input tube having outer threads and extending downward. The water seal plate is made of plastic, used to fix around and seal the opening of the lateral tube. The opening is provided on an upper end face of the lateral tube and extending into the tube-shaped valve seat."
135,1.96078431372549,US2017158278A1,A Device is fitted to a traditional bicycle to facilitate a riding style in which the rear wheel of the bicycle can slid sideways or drifted in a controlled manner by harnessing the rider's backward pedaling motions to thrust a block of UHMW plastic downward to the road surface.
3,1.9417475728155342,AU2015354340A1,A pipe coupling for triple wall corrugated plastic pipe includes a triple wall corrugated bellmouth connector that is of a unitary construction with one end of the corrugated plastic pipe. This bellmouth connector is of higher strength and in cooperation with the two wall corrugated spigot provides a high strength coupling. This coupling includes the bellmouth connector and spigot that are made inline with the corrugated pipe. A method for the manufacture of the pipe includes controlling of an air pressure on the outside of a formed two wall corrugated pipe as an exterior third wall is secured thereto.
7,1.9230769230769231,US2017170396A1,"A manufacturing method of flexible display panels and the substrate components thereof are disclosed. The method includes: providing a rigid substrate and a flexible substrate; forming a sealed plastic frame on the rigid substrate and/or flexible substrate; within a vacuum environment, bonding the rigid substrate with the flexible substrate and curing the sealed plastic frame to fix the flexible substrate on the rigid substrate, after taken out from the vacuum environment, an area of the flexible substrate within the sealed plastic frame is adhered to the rigid substrate due to negative pressure; forming at least one display component on the flexible substrate; and cutting the rigid substrate and/or the flexible substrate to separate the flexible substrate and the rigid substrate. In this way, the components are prevented from being failed when the flexible substrate is stripped during the manufacturing process of the flexible substrate."
123,1.9108280254777068,US2017159253A1,"A combination pet leash and sanitary solid pet waste pickup device has a body with an upper housing having a carrying handle, a lever rotatably held in a guide and a retractable leash mechanism mounted therein. The pet leash extends outwardly through an opening in the upper housing. A pickup mechanism containing a flexible containing element is held by mechanical elements secured in an open lower housing. An open plastic bag is inserted and held within the flexible containing element and a pair of flexible lines is connected between the lever and the pickup mechanism so that moving the lever to a closed position closes the flexible containing element and the plastic bag to pick up solid pet waste. In the closed position a user may carry the device and dispose of the plastic bag and solid pet waste, when desired, by moving the lever to the open position."
28,1.8867924528301887,US2017166812A1,"The present invention relates to a composition of an etching solution and a process for metallizing electrically nonconductive plastic surfaces of articles using the etching solution. The etching solution is based on a stabilized acidic permanganate solution. After the treatment with the etching solution, the articles can be metallized."
136,1.875,US2017160310A1,"A test fixture has a flexible plastic cable that acts as a waveguide. The Device-Under-Test (DUT) is a small transceiver and antenna that operate in the Extremely High-Frequency (EHF) band of 30-300 GHz. The size of the DUT transceiver is very small, limiting the power of emitted electromagnetic radiation so that close-proximity communication is used. The envelope for reception may only extend for about a centimeter from the DUT transceiver, about the same size as the test socket. A slot is formed in the test socket very near to the antenna. The slot receives one end of the plastic waveguide. The slot extends into the envelope by the DUT transceiver so that close-proximity radiation is captured by the plastic waveguide. The waveguide has a high relative permittivity and reflective metalized walls so that the radiation may be carried to a receiver that is outside the envelope."
108,1.834862385321101,US2017157862A1,"The invention relates to a device and a method for the production of three-dimensional objects, in particular of at least parts of dental prosthetic restorations, by a stripping device wiping off plastic material, which protrudes vertically beyond a container, into a collecting container and forms a projection surface. In particular, a stripping device and a light source are simultaneously guided, at a defined distance, across the liquid light-curing plastic material, whereby the stripping device is guided at a defined distance right ahead of the light source and forms the projection surface for the illuminated field of the light source."
32,1.7543859649122806,US2017165928A1,"Disclosed is a method of repairing damage of an aircraft engine component made of or comprising weldable thermoplastic material, which method comprises welding of the weld filler material into an initially prepared damaged area. Also disclosed are the use of plastic welding technique for repairing damaged aircraft engine components made of weldable thermoplastic materials."
148,1.6949152542372878,WO2017094506A1,"The present invention relates to an ophthalmic composition which contains (A) one or more substances selected from the group consisting of arginine and salts thereof. This ophthalmic composition is contained in a container having a part that is in contact with this ophthalmic composition, said part being partially or entirely formed of a plastic."
121,1.6528925619834711,US2017157903A1,"A breathable and waterproof composite fabric includes a fabric sheet and a waterproof plastic film. The fabric sheet has a first surface, a second surface and a plurality of micropores extending through the first and second surfaces. The waterproof plastic film is made of a non-porous material and has an outer surface, an inner surface bonded to the first surface, and a plurality of hollow protrusions protruding from the outer surface. Each of the hollow protrusions defines a channel having an inner open end at the inner surface and an outer open end distal from the inner and outer surfaces. A method of making the breathable and waterproof composite fabric is also provided."
33,1.6129032258064515,US2017166156A1,"A steering wheel of a vehicle includes a steering wheel armature made of metal, a steering wheel rear cover made of plastic, and an airbag module. The steering wheel rear cover is located on a bottom of the steering wheel armature and the airbag module is mounted above the steering wheel armature. An Ω spring assembles the airbag module onto the armature. At least a supporting rib extends from the steering wheel rear cover and is located between the Ω spring and the steering wheel armature for supporting the Ω spring. The supporting rib erases a gap between the Ω spring and the steering wheel armature and it is formed by plastic, thereby reducing noise efficiently."
17,1.6,AU2016310416A1,"A multilayer container for elevated temperature, high pressure processing of a material within the container, using a pressure transmission liquid within the container, the multilayer container having a container wail comprising an inner layer formed of a plastic for containing the liquid in contact with the inner side thereof and at least one further layer outboard of the inner layer and formed of different plastic from the inner layer, wherein the inner layer has a compression heating coefficient at least as high as the compression heating coefficient of the pressure transmission liquid in contact with the inner side thereof and the at least one further layer has a lower thermal conductivity at ambient pressure and temperature than the inner layer."
137,1.5873015873015872,US2017160385A1,"A vehicle part having an integrated sensor for detecting the surroundings of a vehicle, a) the vehicle part being embodied as a plastic part, and at least one sensor being embedded in the plastic material of the vehicle part; or b) at least one sensor being fixedly connected to the vehicle part by adhesive bonding or welding, the at least one sensor encompassing at least one electronic component associated with surroundings detection, the electronic component being selected from signal generators, analog/digital converters, and amplifiers, or at least two of these components. A method for manufacturing such a vehicle part and to a vehicle having at least one such vehicle part, are also provided."
70,1.5625,CA2966674A1,"The present invention relates to a wooden material panel, in particular a wood-plastic composite material (WPC), comprising particles of wood (H) and at least one plastic (K) that is functionalized with at least one organic compound, wherein at least one decorative layer is provided on at least one side of the wooden material panel."
27,1.5625,US2017165876A1,"Disclosed are a method and an apparatus for recovering a fiber assembly by decomposing a thermosetting resin composite material, such as carbon fiber reinforced plastic (CFRP) in such a manner the fiber assembly used for the thermosetting composite material, such as CFRP, retains its original organizational shape after decomposition, and a fiber assembly recovered by the method."
44,1.5384615384615383,US2017167040A1,"This invention belongs to the field of chemistry and metallurgy and it is specifically related to a process for the electrolytic and electrophoretic production of electrochemical coatings with a bath from trivalent decorative chromium solutions on a metal or plastic substrate with trivalent chromium ions, sulfate ions, graphite anodes, hexavalent chromium control and false cathode purifications in a continuous industrial operation."
45,1.5267175572519085,WO2017099293A1,"The present invention relates to a method for manufacturing a battery stack cooling plate for an electric vehicle, the method comprising: a plastic working step for plastic working each of an upper plate and a lower plate which are made of a clad material and constitute a cooling plate; a preheating step for preheating each of the upper plate and the lower plate; a coating step for coating a flux on the upper plate and the lower plate; and a brazing step for heating the upper plate and the lower plate in a state where the clad materials of the upper plate and the lower plate are in contact with each other, so as to bond the upper plate and the lower plate together."
56,1.5151515151515151,WO2017097243A1,"A fiber-reinforced plastic, a manufacturing method therefore, and an aerostat gondola. The fiber-reinforced plastic comprises at least two fiber layers (20), a film layer (10) provided between the two fiber layers (20), and a graphene layer (30) provided on at least one side of the film layer (10), where the graphene layer (30) is arranged between the film layer (10) and either fiber layer (20). Because of the layered structure of graphene, the layered graphene can be provided directly on the surface of the film layer (10), the need to mix graphene into the film layer (10) is obviated, and the problem of uneven doping caused by graphene being separately doped into the film layer (20) is effectively avoided; also, because an increased Young's modulus and tensile strength can be provided by the very thin graphene layer (30), the fiber-reinforced plastic provided with the graphene layer (30) can provide great mechanical strength at a very low thickness."
42,1.5037593984962403,US2017166718A1,"Provided is a gas barrier laminate film capable of realizing excellent gas barrier property, water resistance, and adhesiveness, having a plastic substrate (A), a silicon oxide layer (B) formed on at least one surface of the plastic substrate (A), and a coat layer (C) formed by applying a coating solution onto a surface of the silicon oxide layer (B), wherein the coating solution comprises a mixture of a polyurethane-based resin (c1) and a silane coupling agent (c2) and contains a reaction product of (c1) with (c2) as a main component; and a number-average molecular weight of the reaction product is in the range of 100,000 to 1,000,000."
31,1.492537313432836,US2017166739A1,"In particular, the resin composition may be suitable for a glazing, for example, a panorama sunroof of a vehicle and the like. In addition, disclosed is a method of economically manufacturing the plastic glazing and the method comprises integrally molding a substrate comprising the resin composition of the present invention, polycarbonate and the like through double injection or double extrusion."
149,1.477832512315271,WO2017094525A1,"In a stator according to one aspect of the present invention, a stator core is configured such that a plurality of electromagnetic steel sheets are laminated in the radial direction. The stator core has: a core columnar part extending in the axial direction, a coil being wound around the core columnar part; and a sheet-form flange part connected to an axial-direction end of the core columnar part, the flange part extending in the circumferential direction. The flange part has a widening part in which the circumferential-direction width increases from the radially inward side toward the radially outward side, and a radially extending fixed-width part of substantially fixed circumferential-direction width. The fixed-width part is configured such that a plurality of electromagnetic steel sheets of substantially fixed circumferential-direction width are laminated in the radial direction in the flange part. A plastic part has: a plastic body part, at least a portion of which being positioned between circumferentially adjacent flange parts; and a first recess part indented in the axial direction beyond the axial-direction end surface of the plastic body part and positioned between circumferentially adjacent fixed-width parts of the stator core."
16,1.4492753623188406,US2017167617A1,"A control valve that includes a valve body, a spool, and an actuator is provided. The valve body includes a plastic body housing and a metallic sleeve housed within the body housing. The spool is received within the metallic sleeve and is movable between a first position and a second position. The actuator is coupled to the valve body and to the spool."
141,1.4285714285714286,US2017159363A1,"In one embodiment, a radio-frequency identification device for use in a wellbore includes a housing made of a polymer; and an antenna disposed in the housing. The polymer may be selected from the group consisting of an elastomer, a plastic, a rubber, a thermoplastic elastomer, and combinations thereof. The RFID device may also include a fill material disposed in the housing."
103,1.4285714285714286,US2017162974A1,"An electrical connector, having an elongated plastic housing which is open at its rearward end and has an essentially continuous forward end wall with a flat upper portion, a lower portion of the forward end wall being integrally thickened to project forward beyond its upper portion, and having a plurality of wiring holes formed in the thickened lower portion which are arranged in two parallel rows."
20,1.3986013986013983,US2017165945A1,"A viscoelastic plastic interlayer to be incorporated between two glass sheets forms a laminated glazing with vibro-acoustic damping properties. The interlayer includes at least one layer made of viscoelastic plastic with vibro-acoustic damping properties and particles having an infrared radiation-screening function. The interlayer is such that the resonant frequency f2 of the second resonance mode of a laminated glazing bar with a surface area of 25 mm×300 mm composed of two glass sheets each 2.1 mm thick, between which is incorporated the interlayer, determined by measuring the mechanical impedance (MIM) at 20° C. according to standard ISO 16940, is between 760 Hz and 1000 Hz and the loss factor η2 of the second resonance mode of the same bar, determined by MIM under the same conditions, is greater than or equal to 0.25."
143,1.3888888888888888,WO2017096212A1,"A portable, personal, reusable, cryotherapy unit in the form of a pre-injection site dermal numbing and marking unit includes an insulating sealable freezable rigid container, generally a plastic cylindrical structure, a freezable fluid or gel within the rigid container, and a high heat transferring applicator end having a curved application surface. A method pre-injection site treatment and periodic post injection site treatment is disclosed."
99,1.3698630136986298,US2017157800A1,"Hollow injection molded article made of plastic material, esp. preform for blow molding a container, with a wall (17) extending along axis (I), which is composed of a layer of variable thickness (ε), being remarkable in that longitudinal ribs are provided in said axis direction, wherein the wall has a tooth profile of periodic nature varying periodically between a minimum and a maximum threshold value (m, resp. M) which is determined by a typical injection molding length (Ls) for said plastic material and/or characteristic ratio (εmax/εmin). A method of manufacturing thereof (10) by injection molding comprising forming inner and outer preforms (11, 12) with formation of an integrated composite preform (10), and apparatus for this purpose."
88,1.3636363636363635,RU2620113C1,"FIELD: mining.SUBSTANCE: charging method involves placing a charge of an explosive and detonating agent in the hole, sending the connected knot of the wedge-retainer with a knife and fixing it with a sharp jolt in the hole. The arrangement of the wedge-retainer device in the hole is carried out by a wedge to the explosive substance and a by a retainer to the hole collar. Wedge-retainer is made of plastic. The wedge-retainer includes a retainer with sliding cylindrical cheeks and an interacting wedge made with a cylindrical base. Grooves for electric wires are formed on the outer surface of the cylindrical cheeks and the cylindrical base of the wedge. On the wedge the ribs are made, and on the retainer the toothed projections are performed, by means of which the wedge is fixed with a retainer. The edges of the wedge are located longitudinally on the transverse shelves of the wedge from the outside, and the toothed projections of the retainer are performed on the sliding cheeks of the retainer inner part.EFFECT: invention provides a resistance of fixing the wedge-retainer general construction in a contaminated hole and allows to warn the shooter about fixing the product in the hole in difficult working conditions.8 cl, 8 dwg"
102,1.3392857142857142,US2017157281A1,"The present invention discloses an atomizing aroma diffuser which comprises an outer cover, a hollow diffuser body and a base, wherein the outer cover covers the outside of the hollow diffuser body; the upper surface of the outer cover is provided with a vent hole; the base is connected with the lower end of the hollow diffuser body; the base is provided with a fan which is electrically connected with a circuit board; a light-emitting diode (LED) light sheet is further integrated on the circuit board; a plastic partition plate with the hollow middle is arranged in the hollow diffuser body and divides the hollow diffuser body into an upper part and a lower part; a ceramic atomizing sheet is installed on the middle hollow part of the plastic partition plate and connected with the circuit board; one side wall of the hollow diffuser body is provided with an exhaust channel, and the exhaust channel penetrates the plastic partition plate; and a cover with a vent hole is further arranged above the hollow diffuser body. The electric aroma diffuser which is simple in structure and has an atomization function and colored light is provided. The electric aroma diffuser is attractive and practical and can create a cozy atmosphere."
5,1.30718954248366,PH12016502320A1,"A method of making a pallet (10, 210) includes providing a pallet inner core (16, 218), and attaching, by adhesive, first and second complementarily shaped plastic skin shells (12, 14, 226) to portions of the core, and interconnecting the shells by heat fusing or interlocking elements. Each shells is formed of two plastic materials. The core is formed with reinforcing truss beams (700) therein, each having an upper chord part (710) which is flush with an upper surface of the core and in contact with the upper shell or adhesive. Each beam has webs (708) connected to chords, straight central portions (702) and end portions (704) extending downwardly into leg portions of the pallet. Also disclosed is a pallet having such features."
95,1.25,RU2620112C1,"FIELD: construction.SUBSTANCE: method of arranging pile foundations, in which a hollow pile with a shank of a detachable tip inserted therein is immersed by the method of crushing into the soil to the design mark, its internal cavity is filled with plastic concrete grout. The top pile cap is fixed in the grillage, and then pressure is created in the pile cavity. Prior to the setting of the plastic concrete grout, a piston is inserted into the inner pile cavity, vertical compressive load transferring the pressure to the upper surface of the concrete grout is applied to it, the amount of the vertical compressive load being greater than the force of immersing the pile by the method of crushing.EFFECT: reducing the cost, material consumption and time of foundation construction, reducing negative impacts on the soil of the foundation and structure of the building.6 clk, 2 dwg"
